,make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,length,width,height,fuel_tanks_litres,country
180,Proton,5987617,Perdana,2014,52500.0,Automatic,45880.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
181,Proton,6592016,Perdana,2008,202500.0,Automatic,12850.0,1999.0,5.0,White,150.0,176.0,4615.0,1730.0,1400.0,64.0,Malaysia
182,Proton,6464571,Perdana,2015,77500.0,Automatic,49880.0,1997.0,5.0,Red,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
183,Hyundai,6363988,Elantra,2013,72500.0,Automatic,36880.0,1591.0,5.0,White,131.0,157.0,4530.0,1775.0,1445.0,55.0,Japan
184,Perodua,6288552,Myvi,2009,97500.0,Automatic,17880.0,1298.0,5.0,Silver,87.0,116.0,3750.0,1665.0,1550.0,40.0,Malaysia
185,Toyota,6467421,Vios,2008,97500.0,Automatic,27850.0,1497.0,5.0,Black,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
186,Toyota,6661495,Wish,2011,67500.0,Automatic,74850.0,1797.0,7.0,Blue,143.0,173.0,4600.0,1720.0,1590.0,60.0,Japan
187,Mercedes-Benz,5866216,GLA250,2015,67500.0,Automatic,158500.0,1991.0,5.0,Silver,211.0,350.0,4417.0,1804.0,1494.0,56.0,Germany
188,Ferrari,6344236,458 Italia,2010,17500.0,Automatic,898000.0,4497.0,2.0,Yellow,570.0,540.0,4527.0,1937.0,1213.0,86.0,Italy
189,Mercedes-Benz,5241698,E250,2012,82500.0,Automatic,118000.0,1796.0,4.0,Black,204.0,310.0,4698.0,1786.0,1397.0,80.0,Germany
190,Porsche,5312250,Panamera,2010,87500.0,Automatic,218000.0,4806.0,4.0,Grey,500.0,700.0,4970.0,1931.0,1418.0,100.0,Germany
191,Porsche,6091450,911,2012,42500.0,Automatic,389000.0,3436.0,4.0,White,349.0,390.0,4491.0,1808.0,1303.0,64.0,Germany
192,Mercedes-Benz,5944573,SL350,2013,20000.0,Automatic,268000.0,3498.0,2.0,Black,306.0,370.0,4617.0,1877.0,1315.0,65.0,Germany
193,Toyota,6654745,Vios,2014,97500.0,Automatic,47800.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
194,Toyota,6546772,Alphard,2009,122500.0,Automatic,92800.0,2362.0,7.0,Black,170.0,224.0,4850.0,1830.0,1890.0,65.0,Japan
195,Mercedes-Benz,6654617,B200,2013,97500.0,Automatic,73800.0,1595.0,5.0,White,156.0,250.0,4359.0,1786.0,1557.0,50.0,Germany
196,Toyota,6607798,Alphard,2016,27500.0,Automatic,259800.0,3456.0,7.0,Blue,275.0,340.0,4915.0,1850.0,1895.0,75.0,Japan
197,Mercedes-Benz,6601974,C200,2015,72500.0,Automatic,159800.0,1991.0,5.0,Blue,186.0,300.0,4686.0,1810.0,1442.0,66.0,Germany
198,Mercedes-Benz,6562262,C200,2017,52500.0,Automatic,176800.0,1991.0,5.0,Black,186.0,300.0,4686.0,1810.0,1442.0,66.0,Germany
199,Toyota,6471171,Vellfire,2009,92500.0,Automatic,96800.0,3456.0,7.0,Black,280.0,344.0,4870.0,1830.0,1890.0,65.0,Japan
200,Toyota,6478133,Vellfire,2013,67500.0,Automatic,143800.0,3456.0,7.0,White,280.0,344.0,4870.0,1830.0,1890.0,65.0,Japan
201,Toyota,6132551,Alphard,2011,82500.0,Automatic,113800.0,2362.0,7.0,Black,170.0,224.0,4850.0,1830.0,1890.0,65.0,Japan
202,Toyota,6652137,Vellfire,2015,72500.0,Automatic,228800.0,2493.0,7.0,Black,182.0,235.0,4935.0,1850.0,1880.0,55.0,Japan
203,Mercedes-Benz,6420104,C200 CGI,2010,102500.0,Automatic,58800.0,1796.0,5.0,Blue,184.0,270.0,4581.0,2020.0,1447.0,66.0,Germany
204,BMW,6421346,318i,2016,97500.0,Automatic,103800.0,1499.0,5.0,White,136.0,220.0,4633.0,1811.0,1429.0,60.0,Germany
205,Mercedes-Benz,6447542,C200K,2009,92500.0,Automatic,48800.0,1796.0,5.0,Grey,184.0,250.0,4581.0,1770.0,1444.0,66.0,Germany
206,Mercedes-Benz,6272058,E200,2017,17500.0,Automatic,223800.0,1991.0,5.0,Black,184.0,300.0,4923.0,1852.0,1468.0,66.0,Germany
207,Honda,6619448,CR-V,2017,62500.0,Automatic,129800.0,1498.0,5.0,White,193.0,243.0,4584.0,1855.0,1679.0,55.0,Japan
208,Porsche,6619475,911,2013,12500.0,Automatic,768800.0,3800.0,4.0,Green,560.0,700.0,4506.0,1880.0,1296.0,68.0,Germany
209,Mercedes-Benz,6641945,S400L,2015,52500.0,Automatic,238800.0,3498.0,5.0,Grey,306.0,370.0,5246.0,1899.0,1496.0,70.0,Germany
210,Mercedes-Benz,6654252,C200,2016,27500.0,Automatic,169880.0,1991.0,5.0,Grey,184.0,300.0,4686.0,1810.0,1442.0,66.0,Germany
211,Kia,6537405,Optima K5,2012,97500.0,Automatic,53800.0,1998.0,5.0,Silver,165.0,198.0,4856.0,1835.0,1455.0,70.0,Japan
212,BMW,6687774,X5,2017,32500.0,Automatic,243800.0,1997.0,5.0,White,245.0,350.0,4886.0,1938.0,1762.0,85.0,Germany
213,BMW,6687818,330e,2017,17500.0,Automatic,156800.0,1998.0,5.0,White,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
214,BMW,6382546,740Li,2016,57500.0,Automatic,328000.0,2998.0,5.0,Gold,326.0,450.0,5238.0,1902.0,1479.0,78.0,Germany
215,Audi,6654429,A1,2011,97500.0,Automatic,51800.0,1390.0,4.0,Silver,185.0,250.0,3954.0,1906.0,1416.0,45.0,Germany
216,BMW,6570435,520i,2014,82500.0,Automatic,133800.0,1997.0,5.0,Brown,184.0,270.0,4907.0,1860.0,1462.0,70.0,Germany
217,BMW,6491464,528i,2014,77500.0,Automatic,156800.0,1997.0,5.0,Black,245.0,350.0,4907.0,1860.0,1462.0,70.0,Germany
218,BMW,6560785,328i,2014,107500.0,Automatic,128800.0,1997.0,5.0,Grey,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
219,BMW,6491625,X6,2011,67500.0,Automatic,123800.0,2979.0,4.0,White,306.0,400.0,4877.0,1983.0,1690.0,85.0,Germany
220,Audi,6474331,A4,2011,132500.0,Automatic,63800.0,1798.0,5.0,Silver,160.0,250.0,4703.0,1826.0,1427.0,65.0,Germany
221,Mercedes-Benz,6654326,A250,2014,52500.0,Automatic,136800.0,1991.0,5.0,White,211.0,350.0,4292.0,1780.0,1433.0,50.0,Germany
222,Mercedes-Benz,6653822,E250 CGI,2012,97500.0,Automatic,103888.0,1796.0,5.0,Silver,204.0,310.0,4868.0,2071.0,1471.0,80.0,Germany
223,Perodua,6636154,Myvi,2016,40000.0,Automatic,42000.0,1495.0,5.0,Silver,103.0,136.0,3685.0,1665.0,1570.0,40.0,Malaysia
224,Perodua,6636148,Myvi,2015,50000.0,Automatic,29000.0,1298.0,5.0,Red,91.0,117.0,3695.0,1665.0,1570.0,40.0,Malaysia
225,Toyota,6636702,Vios,2011,90000.0,Automatic,36000.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
226,Toyota,6636145,Vios,2011,90000.0,Automatic,36000.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
227,Toyota,6636131,Vellfire,2010,100000.0,Automatic,113000.0,3456.0,7.0,Black,280.0,344.0,4870.0,1830.0,1890.0,65.0,Japan
228,Perodua,6591057,Myvi,2010,90000.0,Automatic,19800.0,1298.0,5.0,Silver,87.0,116.0,3750.0,1665.0,1550.0,40.0,Malaysia
229,Perodua,6591055,Myvi,2016,40000.0,Automatic,36800.0,1495.0,5.0,Silver,103.0,136.0,3685.0,1665.0,1570.0,40.0,Malaysia
230,Perodua,6591054,Myvi,2013,70000.0,Automatic,27800.0,1298.0,5.0,Purple,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
231,Honda,6345712,City,2007,117500.0,Automatic,17000.0,1497.0,5.0,White,90.0,131.0,4390.0,1690.0,1485.0,42.0,Japan
232,Honda,6500230,Civic,2012,80000.0,Automatic,46000.0,1798.0,5.0,White,141.0,174.0,4525.0,1755.0,1435.0,50.0,Japan
233,BMW,6637041,325i,2009,127500.0,Automatic,53888.0,2497.0,5.0,White,222.0,250.0,4531.0,1817.0,1421.0,63.0,Germany
234,Toyota,6254422,Wish,2008,151000.0,Automatic,42800.0,1794.0,7.0,Grey,179.0,170.0,4550.0,1695.0,1590.0,60.0,Japan
235,Toyota,6594425,Corolla Altis,2011,131000.0,Automatic,48800.0,1987.0,5.0,White,145.0,187.0,4540.0,1760.0,1465.0,55.0,Japan
236,Honda,6546978,Jazz,2016,45000.0,Automatic,55800.0,1497.0,5.0,Red,120.0,145.0,3955.0,1694.0,1524.0,40.0,Japan
237,Toyota,6392564,Vios,2012,88000.0,Automatic,38500.0,1497.0,5.0,Grey,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
238,Toyota,6546988,Vios,2010,134000.0,Automatic,30800.0,1497.0,5.0,Black,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
239,Mercedes-Benz,6597728,C200 CGI,2010,87500.0,Automatic,49999.0,1796.0,5.0,Grey,184.0,270.0,4581.0,2020.0,1447.0,66.0,Germany
240,Mercedes-Benz,6604961,C200 CGI,2012,72500.0,Automatic,69999.0,1796.0,5.0,Silver,184.0,270.0,4581.0,2020.0,1447.0,66.0,Germany
241,Honda,6526850,City,2012,77500.0,Automatic,35999.0,1497.0,5.0,Grey,120.0,145.0,4395.0,1695.0,1470.0,42.0,Japan
242,Toyota,5952807,Vios,2009,77500.0,Automatic,29999.0,1497.0,5.0,Black,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
243,BMW,6545984,320d,2013,77500.0,Automatic,82999.0,1995.0,5.0,White,184.0,380.0,4624.0,1811.0,1429.0,57.0,Germany
244,BMW,6143677,330i,2007,87500.0,Automatic,49999.0,2979.0,5.0,Blue,258.0,300.0,4520.0,1817.0,1421.0,60.0,Germany
245,BMW,6489946,320i,2014,87500.0,Automatic,89999.0,1997.0,5.0,Black,184.0,270.0,4624.0,1811.0,1429.0,60.0,Germany
246,Mercedes-Benz,6431690,E200K,2007,87500.0,Automatic,38999.0,1796.0,5.0,Silver,184.0,240.0,4818.0,1822.0,1452.0,65.0,Germany
247,Land Rover,6651463,Range Rover Sport,2010,82500.0,Automatic,139999.0,5000.0,5.0,Brown,506.0,625.0,4783.0,1928.0,1789.0,88.0,UK
248,Nissan,6195199,Navara,2011,82500.0,Manual,32999.0,2488.0,5.0,Silver,174.0,403.0,5230.0,1850.0,1780.0,80.0,Japan
249,Toyota,6616140,Estima,2008,142500.0,Automatic,72888.0,2362.0,7.0,White,170.0,220.0,4795.0,1800.0,1750.0,65.0,Japan
250,Mercedes-Benz,6085986,E200 CGI,2010,137500.0,Automatic,76888.0,1796.0,5.0,White,184.0,270.0,4868.0,1854.0,1471.0,80.0,Germany
251,Mercedes-Benz,4370035,C250 CGI,2011,132500.0,Automatic,66888.0,1796.0,5.0,Silver,204.0,310.0,4581.0,1770.0,1447.0,66.0,Germany
252,Audi,6083873,S5,2011,62500.0,Automatic,128000.0,2995.0,5.0,White,333.0,440.0,4713.0,1854.0,1382.0,64.0,Germany
253,Audi,6471133,R8,2011,62500.0,Automatic,338000.0,4163.0,2.0,White,419.0,430.0,4431.0,1904.0,1252.0,75.0,Germany
254,Volkswagen,6690134,Polo,2019,17500.0,Automatic,53000.0,1598.0,5.0,Grey,105.0,153.0,3970.0,1682.0,1453.0,45.0,Germany
255,Volkswagen,6690545,Vento,2019,22500.0,Automatic,58000.0,1598.0,5.0,Silver,105.0,153.0,4384.0,1699.0,1465.0,55.0,Germany
256,Volkswagen,6690630,Passat,2019,7500.0,Automatic,153000.0,1984.0,5.0,Grey,220.0,350.0,4767.0,1832.0,1456.0,66.0,Germany
257,BMW,6570251,328i,2012,72500.0,Automatic,87800.0,1997.0,5.0,Grey,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
258,Nissan,6627825,GT-R,2015,22500.0,Automatic,850000.0,3799.0,4.0,White,557.0,632.0,4670.0,1895.0,1370.0,74.0,Japan
259,BMW,6644891,328i,2013,92500.0,Automatic,119000.0,1997.0,5.0,White,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
260,Mercedes-Benz,6639338,E250,2016,20000.0,Automatic,178000.0,1991.0,5.0,Black,211.0,350.0,4879.0,1854.0,1474.0,80.0,Germany
261,Mercedes-Benz,5130817,S400L,2015,57524.0,Automatic,245000.0,3498.0,5.0,Black,306.0,370.0,5246.0,1899.0,1496.0,70.0,Germany
262,Mercedes-Benz,6645046,S300L,2012,82500.0,Automatic,130000.0,2996.0,5.0,Silver,314.0,300.0,5209.0,1872.0,1473.0,90.0,Germany
263,Toyota,6457013,Estima,2008,122500.0,Automatic,55888.0,3456.0,7.0,Black,284.0,332.0,4795.0,1800.0,1730.0,65.0,Japan
264,BMW,6659424,320i,2015,77500.0,Automatic,95888.0,1997.0,5.0,White,184.0,270.0,4624.0,1811.0,1429.0,60.0,Germany
265,Honda,6590171,Accord,2016,82500.0,Automatic,78888.0,1997.0,5.0,White,211.0,190.0,4935.0,1850.0,1465.0,65.0,Japan
266,Mazda,6470762,3,2019,17500.0,Automatic,110000.0,1998.0,5.0,Blue,165.0,210.0,4580.0,1795.0,1450.0,51.0,Japan
267,Audi,6598352,A4,2014,97500.0,Automatic,85000.0,1798.0,5.0,Unknown,173.0,320.0,4701.0,1826.0,1427.0,55.0,Germany
268,Volkswagen,6651376,Passat,2017,52500.0,Automatic,115000.0,1984.0,5.0,Brown,220.0,350.0,4767.0,1832.0,1456.0,66.0,Germany
269,Toyota,6226151,Land Cruiser,2008,72500.0,Automatic,210000.0,4461.0,8.0,Silver,265.0,650.0,4950.0,1970.0,1905.0,138.0,Japan
270,Mercedes-Benz,6649023,E250 CGI,2011,137500.0,Automatic,86888.0,1796.0,4.0,Silver,204.0,310.0,4698.0,1786.0,1397.0,80.0,Germany
271,BMW,6387275,120i,2015,62550.0,Automatic,106500.0,1598.0,5.0,Grey,177.0,250.0,4329.0,1765.0,1440.0,52.0,Germany
272,Proton,6638851,Satria,2013,147500.0,Manual,28500.0,1597.0,5.0,Yellow,126.0,150.0,3898.0,1745.0,1434.0,50.0,Malaysia
273,Perodua,6634735,Kelisa,2004,282500.0,Automatic,12000.0,989.0,5.0,Silver,55.0,88.0,3490.0,1490.0,1430.0,40.0,Malaysia
274,Mercedes-Benz,6636080,CLS350,2007,197500.0,Automatic,35000.0,3498.0,4.0,Black,272.0,350.0,4913.0,1873.0,1403.0,80.0,Germany
275,Perodua,6635588,Kembara,2004,152500.0,Automatic,12000.0,1298.0,5.0,Silver,86.0,120.0,3890.0,1555.0,1715.0,46.0,Malaysia
276,Jaguar,4823834,XF,2010,77500.0,Automatic,75500.0,2967.0,5.0,Beige,238.0,293.0,4961.0,1877.0,1460.0,70.0,UK
277,Volkswagen,6627868,Jetta,2014,177500.0,Automatic,43999.0,1390.0,5.0,White,160.0,240.0,4644.0,1778.0,1482.0,55.0,Germany
278,Peugeot,6683858,308,2018,42500.0,Automatic,77000.0,1598.0,5.0,Blue,166.0,240.0,4253.0,1804.0,1457.0,53.0,France
279,Lexus,6692231,NX200t,2015,22500.0,Automatic,198000.0,1998.0,5.0,White,238.0,350.0,4630.0,1845.0,1630.0,60.0,Japan
280,Mercedes-Benz,6579101,CLA200,2018,9000.0,Automatic,212888.0,1595.0,5.0,Grey,156.0,250.0,4630.0,1777.0,1432.0,50.0,Germany
281,Toyota,6662210,Vios,2017,72500.0,Automatic,58000.0,1496.0,5.0,Red,107.0,140.0,4410.0,1700.0,1475.0,42.0,Japan
282,Honda,6633573,CR-V,2008,239000.0,Automatic,32888.0,1997.0,5.0,Silver,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
283,Mercedes-Benz,6587054,E250,2017,26000.0,Automatic,250000.0,1991.0,5.0,White,211.0,350.0,4923.0,1852.0,1468.0,66.0,Germany
284,Toyota,6364435,Vellfire,2010,115000.0,Automatic,105000.0,2362.0,7.0,Black,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
285,Lamborghini,6560861,Huracan,2014,12500.0,Automatic,1130000.0,5204.0,2.0,Red,610.0,560.0,4459.0,1924.0,1165.0,80.0,Italy
286,Land Rover,6649518,Range Rover Sport,2015,51000.0,Automatic,399000.0,2995.0,5.0,Grey,340.0,450.0,4850.0,2073.0,1780.0,105.0,UK
287,BMW,6649282,420i,2015,18000.0,Automatic,178000.0,1997.0,4.0,White,184.0,270.0,4638.0,1825.0,1377.0,60.0,Germany
288,Toyota,6556206,Vellfire,2010,82500.0,Automatic,88800.0,2362.0,7.0,Black,170.0,224.0,4865.0,1840.0,1915.0,65.0,Japan
289,Mercedes-Benz,6631543,CLA45 AMG,2014,67500.0,Automatic,219500.0,1991.0,5.0,Green,360.0,450.0,4630.0,1777.0,1432.0,55.0,Germany
290,Lamborghini,6560779,Huracan,2014,32500.0,Automatic,1180000.0,5204.0,2.0,White,610.0,560.0,4459.0,1924.0,1165.0,80.0,Italy
291,Mercedes-Benz,6381183,E280,2000,192500.0,Automatic,15000.0,2799.0,5.0,Silver,204.0,270.0,4818.0,1799.0,1441.0,80.0,Germany
292,BMW,6561500,523i,2007,97500.0,Automatic,29999.0,2497.0,5.0,White,177.0,230.0,4841.0,1846.0,1468.0,70.0,Germany
293,Toyota,6646932,Alphard,2009,62500.0,Automatic,89999.0,3456.0,7.0,White,280.0,344.0,4850.0,1830.0,1890.0,65.0,Japan
294,Toyota,6612205,Vellfire,2010,52500.0,Automatic,115888.0,2362.0,7.0,Black,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
295,Perodua,6609869,Myvi,2008,67500.0,Automatic,13800.0,1298.0,5.0,White,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
296,Honda,6553542,City,2015,22500.0,Automatic,46800.0,1497.0,5.0,Red,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
297,Proton,6376180,Saga,2008,92500.0,Manual,11800.0,1332.0,5.0,White,95.0,120.0,4257.0,1680.0,1502.0,40.0,Malaysia
298,Subaru,6376143,XV,2013,112500.0,Automatic,47800.0,1995.0,5.0,Blue,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
299,Kia,6376203,Forte,2010,97500.0,Automatic,22900.0,1591.0,5.0,Red,124.0,156.0,4530.0,1775.0,1460.0,52.0,Japan
300,Mercedes-Benz,6375210,GLA250,2015,47500.0,Automatic,169800.0,1991.0,5.0,Silver,211.0,350.0,4417.0,1804.0,1494.0,56.0,Germany
301,Volvo,6620038,XC90,2019,2500.0,Automatic,380888.0,1969.0,7.0,Gold,320.0,400.0,4950.0,1958.0,1776.0,70.0,Sweden
302,Honda,6253418,Civic,2010,82500.0,Automatic,28555.0,1339.0,5.0,Blue,95.0,123.0,4540.0,1750.0,1430.0,50.0,Japan
303,Toyota,6661591,Vios,2013,97500.0,Automatic,43888.0,1497.0,5.0,White,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
304,Honda,6659027,City,2014,2500.0,Automatic,48799.0,1497.0,5.0,Grey,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
305,Honda,6652198,City,2015,42500.0,Automatic,56799.0,1497.0,5.0,Silver,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
306,Toyota,6637119,Vios,2009,62500.0,Automatic,29799.0,1497.0,5.0,Gold,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
307,Lexus,6392107,ES250,2014,57500.0,Automatic,119800.0,2494.0,5.0,Grey,184.0,235.0,4900.0,1820.0,1450.0,65.0,Japan
308,BMW,6427384,330i,2019,2500.0,Automatic,248800.0,1998.0,5.0,White,258.0,400.0,4709.0,1827.0,1435.0,59.0,Germany
309,MINI,6643638,Countryman,2019,2500.0,Automatic,194800.0,1998.0,5.0,White,192.0,280.0,4299.0,1822.0,1557.0,51.0,UK
310,BMW,6288508,330e,2019,12500.0,Automatic,185800.0,1998.0,5.0,Orange,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
311,BMW,6344341,330i,2019,2500.0,Automatic,248800.0,1998.0,5.0,Blue,258.0,400.0,4709.0,1827.0,1435.0,59.0,Germany
312,BMW,6197503,X1,2019,27500.0,Automatic,168800.0,1998.0,5.0,Black,192.0,280.0,4439.0,1821.0,1612.0,51.0,Germany
313,BMW,6117975,X3,2018,22500.0,Automatic,220800.0,1998.0,5.0,Brown,252.0,350.0,4708.0,1891.0,1676.0,65.0,Germany
314,Toyota,6638216,Vios,2016,67500.0,Automatic,51800.0,1496.0,5.0,White,107.0,140.0,4410.0,1700.0,1475.0,42.0,Japan
315,Honda,6652377,City,2017,57500.0,Automatic,54800.0,1497.0,5.0,Silver,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
316,Honda,6494140,CR-V,2011,97500.0,Automatic,42800.0,1997.0,5.0,Grey,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
317,Honda,6594195,City,2015,62500.0,Automatic,47800.0,1497.0,5.0,White,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
318,Honda,6589888,City,2015,67500.0,Automatic,52800.0,1497.0,5.0,Blue,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
319,Proton,6250975,Exora,2014,52500.0,Automatic,28800.0,1561.0,7.0,White,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
320,Nissan,6441834,Grand Livina,2015,77500.0,Automatic,45800.0,1598.0,7.0,Silver,105.0,150.0,4485.0,1700.0,1590.0,52.0,Japan
321,Proton,6407560,Saga,2012,87500.0,Automatic,13800.0,1332.0,5.0,Silver,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
322,Proton,6652245,Exora,2013,67500.0,Automatic,27800.0,1561.0,7.0,White,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
323,Proton,6565351,Perdana,2015,42500.0,Automatic,44000.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
324,Proton,6565418,Perdana,2015,42500.0,Automatic,44000.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
325,Proton,6565278,Perdana,2015,42500.0,Automatic,44000.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
326,Proton,6565310,Perdana,2015,42500.0,Automatic,44000.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
327,Proton,6565382,Perdana,2015,82500.0,Automatic,44000.0,1997.0,5.0,Grey,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
328,Proton,6347729,Perdana,2014,67500.0,Automatic,42000.0,1997.0,5.0,Black,156.0,189.0,4950.0,1845.0,1475.0,70.0,Malaysia
329,Mercedes-Benz,6107552,E240,2005,117500.0,Automatic,25888.0,2597.0,5.0,Silver,177.0,240.0,4818.0,1822.0,1452.0,65.0,Germany
330,Toyota,6448812,Vios,2006,97500.0,Automatic,16800.0,1496.0,5.0,Silver,109.0,142.0,4285.0,1695.0,1435.0,45.0,Japan
331,Nissan,6674154,Almera,2015,87500.0,Automatic,35300.0,1498.0,5.0,Unknown,102.0,139.0,4425.0,1695.0,1500.0,41.0,Japan
332,Honda,6652921,City,2014,67500.0,Automatic,46300.0,1497.0,5.0,White,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
333,Porsche,6699642,911,2011,42500.0,Automatic,550000.0,3800.0,4.0,Silver,530.0,700.0,4450.0,1852.0,1300.0,67.0,Germany
334,Honda,5467190,CR-Z,2013,81983.0,Automatic,62000.0,1496.0,4.0,Red,135.0,172.0,4075.0,1740.0,1395.0,40.0,Japan
335,Mercedes-Benz,6698168,C350 e,2017,17500.0,Automatic,200000.0,1991.0,5.0,Black,211.0,350.0,4686.0,1810.0,1442.0,55.0,Germany
336,BMW,6471986,320i,2015,127500.0,Automatic,125800.0,1997.0,5.0,White,184.0,270.0,4624.0,1811.0,1429.0,60.0,Germany
337,Toyota,6487407,Camry,2008,92500.0,Automatic,35800.0,2362.0,5.0,White,167.0,224.0,4825.0,1820.0,1470.0,70.0,Japan
338,Proton,6601333,Saga,2013,72500.0,Automatic,14800.0,1332.0,5.0,Gold,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
339,Toyota,6337413,Vios,2009,102500.0,Automatic,25900.0,1497.0,5.0,White,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
340,Toyota,6642589,Vios,2014,117500.0,Automatic,43999.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
341,Honda,6499641,City,2010,97500.0,Automatic,32900.0,1497.0,5.0,Grey,120.0,145.0,4395.0,1695.0,1470.0,42.0,Japan
342,Suzuki,6631279,Swift,2008,127500.0,Automatic,22900.0,1490.0,5.0,Black,101.0,133.0,3695.0,1690.0,1510.0,43.0,Japan
343,Proton,6650200,Saga,2017,37500.0,Automatic,26900.0,1332.0,5.0,Grey,95.0,120.0,4331.0,1689.0,1491.0,40.0,Malaysia
344,Proton,6331570,Exora,2012,87500.0,Automatic,28900.0,1561.0,7.0,Bronze,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
345,Honda,6633976,Stream,2012,62500.0,Automatic,67900.0,1799.0,7.0,Black,140.0,174.0,4570.0,1695.0,1545.0,55.0,Japan
346,BMW,6480363,523i,2011,102500.0,Automatic,84900.0,2497.0,5.0,Black,204.0,250.0,4899.0,1860.0,1464.0,70.0,Germany
347,Honda,6646999,Accord,2014,87500.0,Automatic,73900.0,1997.0,5.0,Silver,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
348,Toyota,6460397,Camry,2010,97500.0,Automatic,48900.0,1998.0,5.0,Silver,147.0,190.0,4825.0,1820.0,1470.0,70.0,Japan
349,BMW,6583698,528i,2014,107500.0,Automatic,149900.0,1997.0,5.0,White,245.0,350.0,4907.0,1860.0,1462.0,70.0,Germany
350,Toyota,6651719,Vellfire,2013,72500.0,Automatic,146900.0,3456.0,7.0,White,280.0,344.0,4885.0,1840.0,1900.0,65.0,Japan
351,Toyota,6608572,Vellfire,2009,92500.0,Automatic,102900.0,2362.0,7.0,White,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
352,Honda,6645820,City,2015,77500.0,Automatic,49900.0,1497.0,5.0,White,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
353,Toyota,6630300,Harrier,2015,47500.0,Automatic,142900.0,1986.0,5.0,White,151.0,193.0,4720.0,1835.0,1690.0,55.0,Japan
354,Nissan,6651482,Serena,2015,67500.0,Automatic,72800.0,1997.0,8.0,Grey,147.0,210.0,4770.0,1735.0,1865.0,60.0,Japan
355,Mercedes-Benz,6644585,E250,2013,77500.0,Automatic,145000.0,1991.0,5.0,Blue,211.0,350.0,4879.0,1854.0,1474.0,80.0,Germany
356,Toyota,6675585,Estima,2015,57500.0,Automatic,88899.0,2362.0,7.0,Silver,170.0,223.0,4795.0,1800.0,1745.0,65.0,Japan
357,Toyota,6668812,Avanza,2013,142500.0,Automatic,42333.0,1495.0,7.0,Silver,103.0,136.0,4150.0,1600.0,1695.0,45.0,Japan
358,Toyota,6633908,Avanza,2009,97500.0,Automatic,21666.0,1495.0,7.0,Silver,109.0,141.0,4120.0,1635.0,1695.0,45.0,Japan
359,Honda,6697074,City,2015,57500.0,Automatic,51666.0,1497.0,5.0,Red,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
