link,Engine Capacity,Seat Capacity,Colour
https://www.carlist.my/used-cars/2011-mercedes-benz-b180-1-7-a-facelift-cbu-import-new-super-smooth-condition-confirm-never-accident-before-no-repair-need-worth-buy/5996124,1699 cc,5,Grey
https://www.carlist.my/used-cars/mazda-cx-5-2-0-skyactiv-g-full-service-record-all-wheel-drive/6638048,1998 cc,5,Grey
https://www.carlist.my/used-cars/honda-jazz-1-5-v-spec-all-new-tyre-full-mugen-bodykit/6637820,1497 cc,5,Blue
https://www.carlist.my/used-cars/2013-toyota-estima-2-4-aeras-a-perak-plate-tip-top/6651872,2362 cc,7,White
https://www.carlist.my/used-cars/2010-mercedes-benz-s350l-3-5-sel-facelift-w221-panoramic-vacuumdoor-3monitor-coolbox-navi-likenew-reg-2011/6480631,3498 cc,5,Silver
https://www.carlist.my/used-cars/2005-mercedes-benz-ml350-3-7-v6-w163-sunroof-tiptop-likenew-reg-2010/6020489,3724 cc,5,Silver
https://www.carlist.my/used-cars/mercedes-benz-e200k-1-8-elegance-w211-facelift-likenew/6503662,1796 cc,5,Silver
https://www.carlist.my/used-cars/mercedes-benz-b180-1-7-w245-cbu-facelift-likenew/6489558,1699 cc,5,Silver
https://www.carlist.my/used-cars/volkswagen-tiguan-2-0-tsi-4motion-reversecamera-facelift-likenew/6525057,1984 cc,5,Bronze
https://www.carlist.my/used-cars/toyota-corolla-altis-1-8-dual-vvt-i-trd-facelift-likenew/6522024,1798 cc,5,Black
https://www.carlist.my/used-cars/2008-toyota-estima-2-4-aeras-acr50-2powerdoor-likenew-reg-2013/6473782,2362 cc,7,White
https://www.carlist.my/used-cars/2014-subaru-forester-2-0-i-l-awd-keyless-pushstart-sunroof-reversecamera-likenew-fsr-reg-2016/6508383,1995 cc,5,Gold
https://www.carlist.my/used-cars/mitsubishi-triton-2-4-vgt-pickup-truck-4x4-facelift-likenew-fsr/6525017,2442 cc,5,Silver
https://www.carlist.my/used-cars/2010-lexus-rx350-3-5-v6-sunroof-powerboot-rear-sidecamera-keyless-pushstart-facelift-likenew-reg-2014/6073099,3456 cc,5,White
https://www.carlist.my/used-cars/2012-audi-a4-2-0-tfsi-quattro-s-line-facelift-likenew-reg-2015/6463821,1984 cc,5,Black
https://www.carlist.my/used-cars/2011-audi-q7-3-0-tfsi-quattro-s-line-suv-facelift-likenew-reg-2015/5853940,2995 cc,7,Grey
https://www.carlist.my/used-cars/2013-volvo-s60-2-0-t5-keyless-pushstart-navi-blis-likenew-reg-2014/5873121,1999 cc,5,Black
https://www.carlist.my/used-cars/2011-perodua-alza-1-5-ezi-a-tru-year-made/6498177,1495 cc,7,Silver
https://www.carlist.my/used-cars/2010-nissan-grand-livina-1-6-a-tit-top-condition/6475322,1598 cc,7,White
https://www.carlist.my/used-cars/hyundai-elantra-1-6-gls-keyless-6speed-tiptop-likenew/6560499,1591 cc,5,Blue
https://www.carlist.my/used-cars/subaru-xv-2-0-premium-crosstrek-navi-reversecamera-likenew/6561817,1995 cc,5,Grey
https://www.carlist.my/used-cars/proton-exora-1-6-bold-cfe-turbo-tiptop-condition-likenew/6564174,1561 cc,7,White
https://www.carlist.my/used-cars/2009-toyota-avanza-1-5-e-a-perak-plate-tip-top-condition/6323173,1495 cc,7,Green
https://www.carlist.my/used-cars/2010-hyundai-i10-1-1-automatic-low-instalment-easy-loan-hi-spec-hatchback/6631013,1086 cc,5,Blue
https://www.carlist.my/used-cars/2012-perodua-myvi-1-3a-ezi-single-owner-leather-seathatchback/6602006,1298 cc,5,White
https://www.carlist.my/used-cars/2009-toyota-camry-2-4-v-trd-bodykit-leather-seat/6651849,2362 cc,5,Black
https://www.carlist.my/used-cars/2013-bmw-328i-2-0-m-sport-sedan/6552606,1997 cc,5,White
https://www.carlist.my/used-cars/2020-volkswagen-tiguan-1-4-280-tsi-highline-suv-new-car-condition/6560784,1395 cc,5,Silver
https://www.carlist.my/used-cars/2016-volvo-xc90-2-0-t8-suv-excellent-condition/6570193,1969 cc,7,Black
https://www.carlist.my/used-cars/2016-mercedes-benz-gle450-3-0-amg-premium-plus-suv-super-tip-top/6254569,2996 cc,5,Red
https://www.carlist.my/used-cars/second-hand-good-condition-2017-volkswagen-polo-1-6-comfortline-hatchback/6609175,1598 cc,5,White
https://www.carlist.my/used-cars/pre-reg-demo-unit-2020-volkswagen-tiguan-1-4-280-tsi-highline-suv/6608432,1395 cc,5,Silver
https://www.carlist.my/used-cars/2017-bmw-x5-2-0-xdrive40e-m-sport-under-warranty-by-bmw-untill-2022/6529919,1997 cc,5,White
https://www.carlist.my/used-cars/2004-2007-toyota-harrier-3-0-a-premium-l/5602406,2994 cc,5,Silver
https://www.carlist.my/used-cars/2018-mercedes-benz-c350e-a-amg-line-under-warranty/6216672,1991 cc,5,White
https://www.carlist.my/used-cars/volvo-xc90-2-0-t8-inscription-under-warranty-by-volvo/6483687,1969 cc,7,Black
https://www.carlist.my/used-cars/2011-lexus-is250-2-5-f-sport-luxury-sedan/6651837,2499 cc,5,Black
https://www.carlist.my/used-cars/2010-volvo-xc90-2-5-t-a-full-service-record-by-volvo/6566634,2521 cc,7,Silver
https://www.carlist.my/used-cars/2015-hyundai-elantra-1-6-premium-full-service-record-60k-km-by-hyundai/6626587,1591 cc,5,Silver
https://www.carlist.my/used-cars/2014-bmw-320i-2-0-premium-sport-full-service-record-71k-km-by-auto-bavaria/6626407,1997 cc,5,Blue
https://www.carlist.my/used-cars/2013-proton-saga-fl-1-3-a-hi-line-fl-spec-wrrnty/6651831,1332 cc,5,White
https://www.carlist.my/used-cars/volkswagen-golf-gti-2-0-f-lift-digital-meter-wrnty/6651826,1984 cc,5,Black
https://www.carlist.my/used-cars/2009-suzuki-grand-vitara-2-0-premier-promo-siap-otr-one-malay-owner/6294785,1995 cc,5,Grey
https://www.carlist.my/used-cars/2011-proton-saga-1-6-fl-promo-siap-otr-malay-owner/6504934,1597 cc,5,White
https://www.carlist.my/used-cars/2010-perodua-viva-1-0-ez-elite-promo-siap-otr-one-owner/6457980,989 cc,5,Silver
https://www.carlist.my/used-cars/2008-proton-persona-1-6-h-line-promo-siap-otr-one-owner-4-disc-brake/6595217,1597 cc,5,White
https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-auto-special-edition-name-blacklisted-welcome-loan-easy-approval/6491281,1298 cc,5,Orange
https://www.carlist.my/used-cars/2016-perodua-myvi-1-3-x-hatchback-full-servies-record-peredua-low-mileage/6419735,1298 cc,5,Purple
https://www.carlist.my/used-cars/2015-subaru-xv-2-0-premium-suv-full-servies-by-subaru-68k-km-mileage-99-like-new-car-tip-top-condition/6364426,1995 cc,5,Black
https://www.carlist.my/used-cars/2014-hyundai-santa-fe-2-4-executive-plus-suv-key-less-push-start-low-mileage/6574985,2359 cc,7,White
https://www.carlist.my/used-cars/2015-perodua-axia-1-0-advance-premium-spec-ori-gps-dvd-save-fuel-service-on-time/6503339,998 cc,5,Red
https://www.carlist.my/used-cars/2004-honda-jazz-1-4-i-dsi-auto-new-paint-save-fuel-nice-sporty-look-power-of-dream/6491233,1339 cc,5,Black
https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-navi-one-lady-owner-low-mileage/6503330,1495 cc,5,Purple
https://www.carlist.my/used-cars/2012-hyundai-sonata-2-0-high-spec-sedan-sun-roof-new-paint-low-mileage-one-owner/6532595,1998 cc,5,Black
https://www.carlist.my/used-cars/toyota-alphard-2-4-a-power-2-door-7-seats-timing-chain-engine-road-tax-rm7xx-per-year-only/6166540,2362 cc,7,Black
https://www.carlist.my/used-cars/2012-perodua-viva-1-0-auto-ez-elite-blacklisted-welcome-loan-fulonow20k/6618435,989 cc,5,Maroon
https://www.carlist.my/used-cars/2004-honda-city-1-5-i-dsi-sedan-no-paint-cheap-sell/6561247,1497 cc,5,Black
https://www.carlist.my/used-cars/2012-nissan-grand-livina-1-6-st-l-v-impul-body-kit-7-blacklisted-welcome-fulonow/6618334,1598 cc,7,White
https://www.carlist.my/used-cars/2004-toyota-harrier-2-4-240g-premium-l-suv-full-spec-sun-roof-power-boot/6444490,2362 cc,5,White
https://www.carlist.my/used-cars/2009-honda-city-1-5-e-i-vtec-new-paint-work-mugen-body-kit-blacklisted-welcome-loan/6503289,1497 cc,5,Black
https://www.carlist.my/used-cars/2016-honda-city-1-5-v-i-vtec-dvd-push-start-pearl-white-smart-entry-keyless-go-facelift/6352744,1497 cc,5,White
https://www.carlist.my/used-cars/2009-toyota-vios-1-5-sedan-trd-body-kit-dvd-player-new-paint-work-fulonow30k/6618369,1497 cc,5,Silver
https://www.carlist.my/used-cars/2016-nissan-almera-1-5-vl-nismo-body-kit-low-mileage-push-start-keyless-fulonow45k/6618487,1498 cc,5,Grey
https://www.carlist.my/used-cars/nissan-grand-livina-1-6-mpv-full-servies-record-by-nissan-3xk-km-we-have-few-unit/6618528,1598 cc,7,Blue
https://www.carlist.my/used-cars/toyota-alphard-3-0-g-convet-to-vellfire-facelift-body-kit-2-power-door-1-power-boot-sunroof/6545387,2994 cc,7,Black
https://www.carlist.my/used-cars/2013-proton-exora-1-6-bold-cps-executive-mpv-a-full-spec-low-mileage-budge-mpv/6642062,1597 cc,7,Gold
https://www.carlist.my/used-cars/honda-city-1-5-v-i-vtec-sedan-full-servies-record-by-honda-mileage-4xk-km/6642030,1497 cc,5,Silver
https://www.carlist.my/used-cars/perodua-myvi-1-3-auto-ezi-2-air-bag-one-new-paint-work-budget-car-easy-parking/6641824,1298 cc,5,White
https://www.carlist.my/used-cars/bmw-316i-1-6-f30-low-mileage-full-servies-record-by-bmw-car-likes-new/6456111,1598 cc,5,Grey
https://www.carlist.my/used-cars/2018-honda-civic-1-5-tc-vtec-premium-sedan-only-one/6575488,1498 cc,5,White
https://www.carlist.my/used-cars/2016-toyota-camry-2-5-hybrid-sedan-full-service-record/6609841,2494 cc,5,Grey
https://www.carlist.my/used-cars/2013-toyota-alphard-2-4-g-240s-mpv-register-2018/6609840,2362 cc,7,Silver
https://www.carlist.my/used-cars/2018-honda-accord-2-0-i-vtec-vti-l-sedan-under-warranty/6646282,1997 cc,5,Black
https://www.carlist.my/used-cars/2015-toyota-camry-2-5-hybrid-sedan/6544778,2494 cc,5,Black
https://www.carlist.my/used-cars/2015-toyota-vios-1-5-e-sedan/6605136,1497 cc,5,White
https://www.carlist.my/used-cars/highway-star-nissan-serena-2-0-s-hybrid-leather-wrrnty/6485456,1997 cc,8,White
https://www.carlist.my/used-cars/audi-q5-2-0-tfsi-fcelift-pwboot-p-start-warranty/6563498,1984 cc,5,Black
https://www.carlist.my/used-cars/honda-civic-2-0-type-r-m-flift-js-racing-hondata/6432873,1998 cc,4,White
https://www.carlist.my/used-cars/audi-a4-1-8-tfsi-a-leather-dynamic-lowmile-wrrnty-new-tyres/6266552,1798 cc,5,White
https://www.carlist.my/used-cars/maxus-g10-2-0-weststar-10seat-leather-s-roof-wrnty/6471011,1995 cc,10,Black
https://www.carlist.my/used-cars/bmw-330i-m-sport-2-0-facelift-f-service-underwrnty/6466124,1998 cc,5,Grey
https://www.carlist.my/used-cars/2013-kia-sorento-2-4-a-facelift-led-daylight-suv-4wd-full-spec/6108956,2359 cc,7,Grey
https://www.carlist.my/used-cars/2017-toyota-vios-1-5-e-a-warranty-until-2022/6584041,1496 cc,5,Red
https://www.carlist.my/used-cars/proton-exora-hi-line-1-6-a-full-leather-bkit-dvd/6575935,1597 cc,7,Blue
https://www.carlist.my/used-cars/audi-s4-quattroc3-0-tfsi-b-o-dynamic-mode-warranty/6172302,2995 cc,5,Red
https://www.carlist.my/used-cars/audi-q5-2-0-tfsi-a-full-spec-pwboot-p-start-warranty/6181714,1984 cc,5,Brown
https://www.carlist.my/used-cars/mercedes-benz-cls55-amg-5-4-v8-sroof-harman-kardon/6202380,5439 cc,4,Silver
https://www.carlist.my/used-cars/subaru-impreza-wrx-sti-2-0-m-v11-perrin-hks-2019/6443782,1998 cc,5,Red
https://www.carlist.my/used-cars/toyota-vios-1-5-g-a-f-spec-leather-p-start-wrnty/6470893,1497 cc,5,White
https://www.carlist.my/used-cars/honda-cr-v-2-0-crv-facelift-a-dvd-rev-cam-wrrnty/6554415,1997 cc,5,Grey
https://www.carlist.my/used-cars/mercedes-benz-s280-2-8-fspec-leather-perfect-wrnty/6430056,2799 cc,5,Purple
https://www.carlist.my/used-cars/bmw-528i-f10-m-sport-2-0-a-newfacelift-harmankardon-spec/6114265,1997 cc,5,Blue
https://www.carlist.my/used-cars/bmw-m5-4-4-v8-a-m-sport-sunroof-exhaust-warranty/6601880,4395 cc,5,Grey
https://www.carlist.my/used-cars/proton-preve-1-6-executive-a-f-spec-sport-rims-wrranty/6462725,1597 cc,5,Black
https://www.carlist.my/used-cars/bmw-325i-e90-2-5-m-sport-a-p-start-perfect-wrnty/6468569,2497 cc,5,Grey
https://www.carlist.my/used-cars/toyota-corolla-1-8-altis-a-dvd-prefect-warranty/6458476,1794 cc,5,Gold
https://www.carlist.my/used-cars/2014-proton-perdana-2-4-p-sedan-premium-version-under-warranty-nice-plate-number-wx252x/6319034,2354 cc,5,Grey
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-sedan-car-registration-card-attached-low-mileage-1-owner-original-paint/6318575,1997 cc,5,Grey
https://www.carlist.my/used-cars/infiniti-q50-2-0-t-premium-a-leather-cbu-warrnty/6245735,1991 cc,5,Brown
https://www.carlist.my/used-cars/ssangyong-rexton-2-7-rx270-xdi-leather-sroof-warranty/6232634,2696 cc,7,Silver
https://www.carlist.my/used-cars/toyota-corolla-altis-1-6-a-vvt-i-perfect-warranty/6268770,1598 cc,5,Black
https://www.carlist.my/used-cars/2010-toyota-wish-1-8-s-mpv/6551322,1797 cc,7,Grey
https://www.carlist.my/used-cars/2014-proton-preve-1-6-cfe-premium-sedan/6553128,1561 cc,5,Silver
https://www.carlist.my/used-cars/99-hajiowner-fullkit-cantik-tiptop-superb-harrier-2-2-highspec-suv-lasak-siapa-cepat-dia-dapat/6651578,2163 cc,5,Silver
https://www.carlist.my/used-cars/2016-nissan-almera-1-5-vl-a-facelift-nismo-bodykit-sport-rim/6651575,1498 cc,5,Brown
https://www.carlist.my/used-cars/mitsubishi-triton-2-5-d-turbo-a-4wd-tiptop-wrranty/6388993,2477 cc,5,Blue
https://www.carlist.my/used-cars/2017-mini-cooper-s-countryman-2-0-local-cbu-warranty-until-april-2021/6494241,1998 cc,5,Blue
https://www.carlist.my/used-cars/2016-mini-cooper-s-countryman-facelift-local-with-warranty-and-free-service-until-july-2020/6557508,1598 cc,5,Red
https://www.carlist.my/used-cars/toyota-hilux-2-5-g-a-4wd-leather-warranty/6496162,2494 cc,5,Red
https://www.carlist.my/used-cars/hyundai-elantra-1-8-gls-sunroof-dvd-leather-wrrnty/6205893,1797 cc,5,Grey
https://www.carlist.my/used-cars/toyota-vellfire-3-5-z-g-edition-pilot-c-box-wrrnty/6589267,3456 cc,7,Grey
https://www.carlist.my/used-cars/subaru-forester-2-0i-s-f-lift-pwboot-p-start-wrnty/6591699,1995 cc,5,Black
https://www.carlist.my/used-cars/chery-eastar-2-0-full-spec-a-dvd-leather-wrrnty/6302723,1971 cc,7,Brown
https://www.carlist.my/used-cars/ford-mondeo-2-3-a-f-leather-e-seats-warranty/6272794,2261 cc,5,White
https://www.carlist.my/used-cars/2013-mercedes-benz-b200-1-6-a-sport-tourer-hatchback-blueefcy-7-speed/6196058,1595 cc,5,Silver
https://www.carlist.my/used-cars/2013-hyundai-tucson-2-0-executive-plus-suv-panoramic-roof-leather-seat/6301875,1998 cc,5,White
https://www.carlist.my/used-cars/2014-hyundai-sonata-2-0-gls-panoramic-roof/6588086,1999 cc,5,White
https://www.carlist.my/used-cars/toyota-hilux-2-5-at-4x4-double-cab/6641364,2494 cc,5,Silver
https://www.carlist.my/used-cars/perodua-viva-1-0-manual-1-owner-tip-top-condition/6306481,989 cc,5,Silver
https://www.carlist.my/used-cars/perodua-myvi-1-3-ezi-at-tip-top-condition-1-owner/6587241,1298 cc,5,Black
https://www.carlist.my/used-cars/perodua-viva-850-ex-manual-new-facelift-tiptop-condition/6572687,847 cc,5,Silver
https://www.carlist.my/used-cars/mazda-3-2-0-at-paddle-shift-tip-top-condition/6184842,1999 cc,5,Grey
https://www.carlist.my/used-cars/toyota-hilux-2-5-mt-4x4-double-cab-tiptop-condition/6573652,2494 cc,5,Silver
https://www.carlist.my/used-cars/honda-city-1-5-a-tip-top-condition-one-owner/6563229,1497 cc,5,Black
https://www.carlist.my/used-cars/toyota-vios-1-5-e-at-vvti-trd-bodykit/6411123,1497 cc,5,Silver
https://www.carlist.my/used-cars/proton-preve-1-6-at-turbo-cfe-push-start-one-owner/6057066,1561 cc,5,Silver
https://www.carlist.my/used-cars/honda-city-1-5-idsi-auto-tiptop-condition/6579633,1497 cc,5,Black
https://www.carlist.my/used-cars/kia-forte-1-6-at-push-start-button-paddle-shift-1-owner/6456878,1591 cc,5,White
https://www.carlist.my/used-cars/nissan-almera-1-5-at-nismo-vl-new-facelift/6417580,1498 cc,5,Gold
https://www.carlist.my/used-cars/proton-exora-1-6-at-cps-h-line-full-spec/6603531,1597 cc,7,Maroon
https://www.carlist.my/used-cars/nissan-livina-1-8-a-tiptop-condition-one-owner/6119044,1798 cc,7,Silver
https://www.carlist.my/used-cars/perodua-myvi-1-5-se-at-tip-top-condition-1-owner/6634931,1495 cc,5,Yellow
https://www.carlist.my/used-cars/toyota-vios-1-5-auto-one-owner-tiptop-condition/6472717,1496 cc,5,Silver
https://www.carlist.my/used-cars/proton-saga-fl-1-3-at-tip-top-condition-1-owner/6530055,1332 cc,5,Red
https://www.carlist.my/used-cars/2010-honda-city-1-5-e-a-modulo-mugen-bodykit-paddle-shift-sport-rim/6301165,1497 cc,5,White
https://www.carlist.my/used-cars/2013-honda-stream-1-8-a-rsz-new-facelift-panoromic-sunroof-paddle-shift/6456096,1799 cc,7,White
https://www.carlist.my/used-cars/2011-honda-city-1-5-e-a-modulo-mugen-bodykit-paddle-shift/6421179,1497 cc,5,Silver
https://www.carlist.my/used-cars/2012-honda-cr-v-2-0-a-premium-new-facelift-modulo-mugen-bodykit-crv/6078934,1997 cc,5,White
https://www.carlist.my/used-cars/2011-proton-inspira-2-0-premium-sedan-a-ccris-akpk-can-loan-blacklist-saa-can-loan-ctos-ptptn-can-loan-high-loan-available/6651511,1998 cc,5,Black
https://www.carlist.my/used-cars/2003-toyota-caldina-2-0-gt-4-a-facelift-leather-seat-sport-rim-zt/6463047,1998 cc,5,White
https://www.carlist.my/used-cars/2013-mazda-cx-5-2-0-a-cbu-sunroof-bose-sound-system/6502864,1998 cc,5,Grey
https://www.carlist.my/used-cars/2016-nissan-x-trail-2-0-a-impul-keyless-360-camera-full-spec-version/6554255,1997 cc,7,Silver
https://www.carlist.my/used-cars/2017-subaru-forester-2-0-a-i-p-facelift-p-b-under-warranty-high-sepc-version/6603784,1995 cc,5,Silver
https://www.carlist.my/used-cars/2013-mitsubishi-asx-2-0-4wd-a-keyless-paddle-shift-android-screen/6623102,1998 cc,5,Black
https://www.carlist.my/used-cars/honda-cr-v-2-0-facelft-a-fullspec-fullservice-1owner/6637900,1997 cc,5,Blue
https://www.carlist.my/used-cars/2014-bmw-528i-2-0-m-sport-sedan/6651489,1997 cc,5,Black
https://www.carlist.my/used-cars/2014-ford-fiesta-1-5-titanium-a-push-start-leather-seats-facelift-one-owner/6651469,1498 cc,5,Grey
https://www.carlist.my/used-cars/2012-jaguar-xj-3-0-l-premium-luxury-sedan/6340741,2993 cc,5,Brown
https://www.carlist.my/used-cars/2016-honda-hr-v-1-8-i-vtec-v-full-spec-full-service-honda-under-warranty-like-new-direct-owner/6485895,1799 cc,5,Black
https://www.carlist.my/used-cars/2015-subaru-xv-2-0-sport-suv/6643819,1995 cc,5,Black
https://www.carlist.my/used-cars/2018-hyundai-grand-starex-2-5-royale-premium-mpv/6638911,2497 cc,11,White
https://www.carlist.my/used-cars/2014-ford-ranger-2-2-xlt-pickup-truck-a-4-wd-high-loan-available-special-promotion/6651450,2198 cc,5,Black
https://www.carlist.my/used-cars/2012-mercedes-benz-c180-cgi-1-8-amg-sport-promosi-merdeka-sales/6061504,1797 cc,5,Grey
https://www.carlist.my/used-cars/2017-honda-civic-1-5-tc-vtec-premium-sedan/6638767,1498 cc,5,Black
https://www.carlist.my/used-cars/2015-audi-q5-2-0-tfsi-quattro-suv/6649429,1984 cc,5,Silver
https://www.carlist.my/used-cars/2016-honda-city-1-5-v-i-vtec-sedan/6650799,1497 cc,5,Grey
https://www.carlist.my/used-cars/2015-honda-city-1-5-v-i-vtec-sedan/6650772,1497 cc,5,Red
https://www.carlist.my/used-cars/2015-nissan-navara-2-5-calibre-pickup-truck/6643993,2488 cc,5,Silver
https://www.carlist.my/used-cars/2015-mazda-cx-5-2-5-skyactiv-g-suv/6650836,2488 cc,5,Black
https://www.carlist.my/used-cars/2015-bmw-320i-2-0-sport-line-sedan/6650967,1997 cc,5,White
https://www.carlist.my/used-cars/2012-suzuki-swift-1-5-a-boleh-loan-tinggi-one-owner/6533952,1490 cc,5,Grey
https://www.carlist.my/used-cars/2013-ford-kuga-1-6-ecoboost-a-push-start-power-boot-one-owner/6629243,1596 cc,5,Black
https://www.carlist.my/used-cars/2015-perodua-axia-1-0-g-m-blacklist-boleh-loan-kedai-lulus-one-owner/6463800,998 cc,5,White
https://www.carlist.my/used-cars/2017-volkswagen-polo-1-6-hatchback-full-service-record-one-owner/6565126,1598 cc,5,White
https://www.carlist.my/used-cars/2013-peugeot-508-1-6-a-full-service-record-one-owner/6604006,1598 cc,5,Blue
https://www.carlist.my/used-cars/2008-naza-citra-2-0-a-blacklist-boleh-loan-kedai-lulus-one-owner/6452595,1975 cc,7,Black
https://www.carlist.my/used-cars/2012-perodua-alza-1-5-ez-mpv-cctos-akbk-black-list-jamin-lulus/6570926,1495 cc,7,Black
https://www.carlist.my/used-cars/hyundai-elantra-1-8-premium-at-sunroof-reverse-cam-gps-navigation-push-start-1-owner-low-mileage/6405260,1797 cc,5,Silver
https://www.carlist.my/used-cars/2016-subaru-xv-2-0-p-low-mileage-50k-free-3yrs-warranty-full-service-record-noneed-repair/6629807,1995 cc,5,Black
https://www.carlist.my/used-cars/2013-peugeot-208-1-6-allure-3-doors-service-record-limited-one-owner/6600963,1598 cc,5,Blue
https://www.carlist.my/used-cars/2007-honda-city-1-5-i-dsi-loan-kedai-black-list-senang-lulus-free-warranty/6582938,1497 cc,5,Black
https://www.carlist.my/used-cars/2014-toyota-alphard-3-5-gila-promosi-free-5yrs-warranty-noneed-repair/6582822,3456 cc,7,Black
https://www.carlist.my/used-cars/2012-toyota-prius-c-1-5-hybrid-a-toyota-service-record/6592787,1497 cc,5,Black
https://www.carlist.my/used-cars/2012-mercedes-benz-c200-cgi-1-8-avantgarde-sedan-year-2012-dato-owner-well-maintance-local-spec-call-now/6606758,1796 cc,5,Grey
https://www.carlist.my/used-cars/2008-toyota-innova-2-0-a-one-owner-good-condition/6606828,1998 cc,8,Silver
https://www.carlist.my/used-cars/2015-proton-iriz-1-3-executive-hatchback-one-owner-accident-free/6435624,1332 cc,5,Red
https://www.carlist.my/used-cars/2015-kia-sorento-2-4-wagon-facelift-model-petrol-7-seater-1-owner-call-now/6110172,2359 cc,7,Grey
https://www.carlist.my/used-cars/2016-honda-jazz-1-5-v-i-vtec-hatchback-accident-free-city-drive-only-very-beautiful-condition/6291415,1497 cc,5,Blue
https://www.carlist.my/used-cars/2015-proton-exora-1-6-bold-premium-a-turbo-free-acc/6033018,1561 cc,7,Maroon
https://www.carlist.my/used-cars/2013-isuzu-d-max-2-5-pickup-truck-4x2-dual-cab-m-full-spec/6320488,2494 cc,5,Silver
https://www.carlist.my/used-cars/2013-bmw-520i-2-0-sedan-full-service-by-bmw-60-000km-done-like-new-car/6111064,1997 cc,5,Brown
https://www.carlist.my/used-cars/2017-perodua-myvi-1-3-g-premium-x-facelift-a-2017/6483247,1298 cc,5,Silver
https://www.carlist.my/used-cars/2012-bmw-x1-2-0-sdrive18i-suv-local-spec-1-owner-well-maintance-call-now/6483169,1995 cc,5,Red
https://www.carlist.my/used-cars/2013-land-rover-range-rover-evoque-2-2-sd4-dynamic-suv-true-year-make-2013-1-owner-local-spec-power-boot-call-now/6110916,2179 cc,5,Red
https://www.carlist.my/used-cars/2013-kia-forte-1-6-sx-sedan-accident-free-well-maintained/6119202,1591 cc,5,Grey
https://www.carlist.my/used-cars/2016-proton-iriz-1-3-executive-hatchback-easy-loan-low-mileage-1-owner-like-new-tip-top-condition/6650930,1332 cc,5,White
https://www.carlist.my/used-cars/2015-bmw-320i-2-0-m-sport-full-body-kit-f30/6646997,1997 cc,5,White
https://www.carlist.my/used-cars/2015-lexus-nx200t-2-0-luxury-suv-nice-condition/6641798,1998 cc,5,
https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-advance-hatchback-full-service-records-low-mileage/6575898,1495 cc,5,Silver
https://www.carlist.my/used-cars/2005-honda-city-1-5-vtec-sedan/6601174,1497 cc,5,
https://www.carlist.my/used-cars/2012-proton-saga-1-3-flx-auto-original-paint-sport-rim/6643485,1332 cc,5,White
https://www.carlist.my/used-cars/2012-proton-persona-1-6-a-loan-lulus-dalam-satu-hari-processing-fees-yang-murah/6647704,1597 cc,5,Silver
https://www.carlist.my/used-cars/mercedes-benz-c200-cgi-1-8-a-leather-seat-with-memory-low-milleage-67k-only/6563643,1796 cc,5,Black
https://www.carlist.my/used-cars/toyota-estima-3-0-aeras-v6-a-sunroof-full-leather-seat/6600512,2994 cc,7,White
https://www.carlist.my/used-cars/2011-hyundai-grand-starex-2-5-royale-mpv-a-9-seater-with-leather/5958670,2497 cc,11,White
https://www.carlist.my/used-cars/toyota-estima-3-5-mpv-tip-top/6505043,3456 cc,7,White
https://www.carlist.my/used-cars/toyota-vios-1-5-g-sedan-special-promotion-for-this-month/6651321,1496 cc,5,White
https://www.carlist.my/used-cars/2015-honda-cr-v-2-0-i-vtec-hebat-promosi-datin-owner-f-service-free-warranty-free-roadtax-free-tinting/6540949,1997 cc,5,Blue
https://www.carlist.my/used-cars/2016-honda-city-1-5-v-i-vtec-promosi-hebat-free-1year-roadtax-warranty/6578606,1497 cc,5,Grey
https://www.carlist.my/used-cars/2006-toyota-harrier-2-4-premium-l-import-baru-1-dato-owner-nonid-repair-carking/6636742,2362 cc,5,Gold
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-e-trd-full-body-kit-jamin-fu-lon-free-4-biji-new-sport-rim/6647618,1497 cc,5,Black
https://www.carlist.my/used-cars/2014-toyota-alphard-vellfire-3-5-highspec-pilot-seat-promosi-hebat-free-5year-warranty-roadtax/6601125,3456 cc,7,Black
https://www.carlist.my/used-cars/2011-2016-toyota-vellfire-2-4-zp-mpv-7-seater-power-boot/6651292,2362 cc,7,White
https://www.carlist.my/used-cars/2010-bmw-523i-2-5-jamin-tak-payah-repair-tiptop-free-warranty-free-1tahun-roadtax/6540398,2497 cc,5,Black
https://www.carlist.my/used-cars/2015-2016-subaru-xv-2-0-sti-performance-suv-tip-top-condition/6651301,1995 cc,5,Orange
https://www.carlist.my/used-cars/bmw-118i-2-0-hatchback/6609904,1995 cc,5,White
https://www.carlist.my/used-cars/toyota-vellfire-2-4-z-tiptop-1-owner/6564550,2362 cc,7,White
https://www.carlist.my/used-cars/2016-honda-hr-v-1-8-i-vtec-e-spec-original-mileage-full-service-record-still-under-honda-warranty-confirm-no-repair-need-worth-buy/6608275,1799 cc,5,White
https://www.carlist.my/used-cars/2016-honda-cr-v-2-4-4wd-i-vtec-facelift-full-service-by-honda-warranty-until-2020-september-excellent-condition-confirm-satisfied-worth-buy/6229282,2354 cc,5,Blue
