link,Engine Capacity,Seat Capacity,Colour
https://www.carlist.my/used-cars/2013-proton-saga-m-1-3-flx-well-maintained/6591178,1332 cc,5,Gold
https://www.carlist.my/used-cars/2014-honda-city-a-1-5-s-i-vtec-well-maintained/6491744,1497 cc,5,Black
https://www.carlist.my/used-cars/2012-proton-saga-1-3-flx-executive-a/6658537,1332 cc,5,Gold
https://www.carlist.my/used-cars/2011-nissan-x-trail-2-5-a/6658534,2488 cc,5,Black
https://www.carlist.my/used-cars/2014-kia-rio-1-4-sx-a/6658541,1396 cc,5,White
https://www.carlist.my/used-cars/2015-bmw-320i-2-0-m-sport-a/6658543,1998 cc,5,White
https://www.carlist.my/used-cars/2015-honda-civic-1-8-s-i-vtec-a/6658535,1798 cc,5,Grey
https://www.carlist.my/used-cars/2012-honda-cr-z-1-5-hybrid-i-vtec-m/6658544,1496 cc,4,Black
https://www.carlist.my/used-cars/2012-volkswagen-passat-1-8-tsi-a/6658538,1798 cc,5,Silver
https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-ezi-a/6658539,1298 cc,5,White
https://www.carlist.my/used-cars/2010-honda-city-1-5-e-i-vtec-a/6658536,1497 cc,5,Silver
https://www.carlist.my/used-cars/2015-perodua-myvi-1-3-g-a/6658542,1298 cc,5,Silver
https://www.carlist.my/used-cars/2016-perodua-axia-1-0-g-m/6658540,998 cc,5,Black
https://www.carlist.my/used-cars/2014-kia-sportage-2-0-a-new-facelift/6321681,1998 cc,5,Silver
https://www.carlist.my/used-cars/2014-perodua-alza-1-5-a/6358934,1495 cc,7,Black
https://www.carlist.my/used-cars/2010-honda-accord-2-4-i-vtec-a/6321650,2354 cc,5,White
https://www.carlist.my/used-cars/2013-suzuki-swift-1-4-a-glx-sport-bodykit-keyless/6503002,1372 cc,5,Blue
https://www.carlist.my/used-cars/reg-12-mitsubishi-pajero-2-5-sport-vgt-a-highpwr/6434241,2477 cc,7,Silver
https://www.carlist.my/used-cars/2016-honda-civic-1-5-tc-vtec-premium-a-excellent-condition/6548554,1498 cc,5,White
https://www.carlist.my/used-cars/honda-civic-2-0-a-s-i-vtec-sedan-leather-seat-paddle-shift/6627091,1998 cc,5,White
https://www.carlist.my/used-cars/toyota-harrier-3-0-a-300g-premium-l-suv-cash-deal-sunroof-power-seat-leather-seat-power-boot-reverse-camera/6456067,2994 cc,5,White
https://www.carlist.my/used-cars/nissan-almera-1-5-a-vl-sedan-push-start-impul-body-kit-leather-seat/6523498,1498 cc,5,Black
https://www.carlist.my/used-cars/2005-nissan-x-trail-2-5-a-luxury-suv-leather-seat-careful-owner/6655344,2488 cc,5,Gold
https://www.carlist.my/used-cars/toyota-corolla-altis-1-6-a-e-sedan-cash-deal/6454656,1598 cc,5,Silver
https://www.carlist.my/used-cars/toyota-estima-2-4-aeras-s-mpv-2-power-door-roof-monitor-power-seat-leather-seat/6395045,2362 cc,7,Black
https://www.carlist.my/used-cars/honda-city-1-5-a-s-i-vtec-sedan-leather-seat-original-paint/6496368,1497 cc,5,White
https://www.carlist.my/used-cars/2018-honda-civic-1-5-tc-vtec-sedan-full-service-record-51k-km-under-warranty/6650176,1498 cc,5,Grey
https://www.carlist.my/used-cars/perodua-myvi-1-3-a-convert-se-hatchback-full-body-kit-sport-rim/6626393,1298 cc,5,Grey
https://www.carlist.my/used-cars/toyota-harrier-2-4-a-240g-premium-l-suv-cash-deal-sunroof-power-seat-leather-seat/6457551,2362 cc,5,Silver
https://www.carlist.my/used-cars/honda-cr-v-2-4-a-i-vtec-suv-4wd-power-seat-leather-seat-reverse-camera-paddle-shift/6136403,2354 cc,5,Silver
https://www.carlist.my/used-cars/2014-proton-iriz-1-6-premium-tiptop-condition-reg-2015/6605830,1597 cc,5,Grey
https://www.carlist.my/used-cars/2014-bmw-316i-fullservicerecord-done-45k-km-oneowner-no-repair-original-paint-mint-condition/6682698,1598 cc,5,Silver
https://www.carlist.my/used-cars/2005-toyota-harrier-3-0-300g-suv/6687625,2994 cc,5,Silver
https://www.carlist.my/used-cars/2009-toyota-camry-2-0-g-sedan-a/6669642,1998 cc,5,White
https://www.carlist.my/used-cars/2002-toyota-estima-2-4-mpv-a/6643573,2362 cc,7,Silver
https://www.carlist.my/used-cars/2012-honda-city-1-5-s-i-vtec-sedan-a-used-car/6542235,1497 cc,5,Silver
https://www.carlist.my/used-cars/2012-honda-civic-1-5-i-vtec-hybrid-sedan-a-used-car/6417337,1497 cc,5,White
https://www.carlist.my/used-cars/2015-honda-city-1-5-e-i-vtec-good-conditions-free-warranty-vios-trd/6549945,1497 cc,5,White
https://www.carlist.my/used-cars/2002-toyota-harrier-2-4-suv-sunroof-full-leather-seat-all-original/6655586,2362 cc,5,Grey
https://www.carlist.my/used-cars/nissan-almera-1-5-vl-push-start-keyless-nismo-bodykit/6362780,1498 cc,5,Silver
https://www.carlist.my/used-cars/2010-mercedes-benz-c180-cgi-1-8-sedan/6672515,1797 cc,5,Black
https://www.carlist.my/used-cars/2014-toyota-estima-2-4-a-facelift-2-power-door-reverse-camera-one-careful-owner-low-mileage/6540293,2362 cc,7,Black
https://www.carlist.my/used-cars/2016-bmw-x1-2-0-sdrive20i-sport-line-full-service-record-under-warranty-bmw-local-twin-turbo-engine-m-sport-bodykit/6480813,1998 cc,5,Blue
https://www.carlist.my/used-cars/2017-audi-a6-1-8-tfsi-facelift-tech-pack-spec-a-under-warranty-2021-mid-line-led-headlamps-mmi-navigation-plus-with-mmi-touch-system-reverse-camera/6662383,1798 cc,5,Silver
https://www.carlist.my/used-cars/2015-mazda-3-2-0-skyactiv-g-high-sedan-cbu-import-with-warranty-1-year-sunroof-leather-seat-gps-one-carefull-owner/6574619,1998 cc,5,Grey
https://www.carlist.my/used-cars/2012-bmw-320i-2-0-m-sport-a-facelift-lci-i-drive-model-led-head-light-keyless-entry-dual-zone-aircond-control-one-careful-owner-tip-top/6664573,1997 cc,5,Silver
https://www.carlist.my/used-cars/2013-toyota-estima-2-4-new-facelift-7-leather-seat/6485094,2362 cc,7,Black
https://www.carlist.my/used-cars/2010-toyota-estima-2-4-facelift-model-a-2-power-door-7-seater-rear-dvd-player-push-start-button-low-mileage-one-owner-tip-top-condition/6497462,2362 cc,7,Silver
https://www.carlist.my/used-cars/2015-mini-cooper-countryman-s-1-6-turbo-sport-all4-local-spec-full-service-record-paddle-shift-leather-seat-very-low-mileage-one-careful-owner/6563258,1598 cc,5,Brown
https://www.carlist.my/used-cars/2017-mercedes-benz-c200-2-0-exclusive-a-sunroof-local-spec-demo-car-amg-7-speed-gearbox-keyless-entry-classic-interior-paddle-shift/6601112,1991 cc,5,Blue
https://www.carlist.my/used-cars/2016-bmw-x1-2-0-sdrive20i-sport-line-full-service-record-under-warranty-bmw-local-twin-turbo-engine-m-sport-bodykit/6657034,1998 cc,5,Blue
https://www.carlist.my/used-cars/2015-toyota-vios-1-5-g-full-spec-a-leather-seat-push-start-button-projector-light-very-low-mileage-one-careful-owner-tip-top-condition/6649587,1497 cc,5,Brown
https://www.carlist.my/used-cars/2013-bmw-320i-2-0-sport-line-sedan-f30-twin-turbo-8-speed-original-paint-lady-owner-super-tip-top-car/6631114,1997 cc,5,Silver
https://www.carlist.my/used-cars/2017-mazda-cx-5-2-5-skyactiv-g-gls-a-facelift-limited-model-led-headlight-led-tail-light-electronic-parking-brake-one-careful-owner/6661453,2488 cc,5,Black
https://www.carlist.my/used-cars/mazda-cx-5-2-0-skyactiv-g-gls-led-headlamp-navi-system-f-service-low-mileage-ori-paint/6603936,1998 cc,5,Red
https://www.carlist.my/used-cars/2016-honda-hr-v-1-8-i-vtec-v-spec-a-full-service-record-led-daylight-push-start-button-semi-leather-seat-very-low-mileage-one-careful-owner/6650500,1799 cc,5,Silver
https://www.carlist.my/used-cars/2015-mercedes-benz-e200-2-0-avantgarde-facelift-a-reverse-camera-xenon-light-2-electric-memory-leather-seat-parktronic-sensor-tip-top-condition/6610800,1991 cc,5,Black
https://www.carlist.my/used-cars/2015-hyundai-grand-starex-2-5-royale-gls-premium-a-power-door-very-low-mileage-navi-player-12-seater-full-premium-leather-seat-record-camera/6604963,2497 cc,11,Black
https://www.carlist.my/used-cars/2015-mercedes-benz-cla45-amg-2-0-a-35km-mileage-only-under-warranty-f-s-record-nice-plate-number-tip-top-condition/6497471,1991 cc,5,White
https://www.carlist.my/used-cars/2019-perodua-alza-1-5-se-mpv-full-service-warranty/6642537,1495 cc,7,Grey
https://www.carlist.my/used-cars/2017-honda-cr-v-2-4-i-vtec-facelift-model-a-led-daylight-navi-player-reverse-camera-paddle-shift-one-careful-owner/6616272,2354 cc,5,Black
https://www.carlist.my/used-cars/2017-toyota-corolla-altis-1-8-g-sedan-facelift-leather-seats/6622121,1798 cc,5,White
https://www.carlist.my/used-cars/2012-bmw-523i-3-0-sport-se-limited-a-lci-m-sport-full-leather-seat-one-careful-owner-very-low-mileagetip-tip-top-car/6631667,2996 cc,5,Brown
https://www.carlist.my/used-cars/2015-volkswagen-passat-1-8-tsi-a-facelift-with-memory-seat-bot-side-electric-seat-paddle-shift-led-daylight-led-tailamp-leather-seat/6563276,1798 cc,5,Grey
https://www.carlist.my/used-cars/2012-bmw-523i-2-5-se-limited-same-3-0-a-lci-m-sport-full-leather-seat-one-careful-owner-very-low-mileagetip-tip-top-car/6631681,2996 cc,5,Brown
https://www.carlist.my/used-cars/2016-ford-ranger-2-2-xlt-facelift-m-demo-car-under-warranty-with-ford-malaysia-full-service-record-35-km-only-one-careful-owner/6605812,2198 cc,5,White
https://www.carlist.my/used-cars/2016-audi-tt-2-0-tfsi-a-local-spec-48km-full-service-record-like-showroom-condition-tip-top-condition/6603355,1984 cc,4,Grey
https://www.carlist.my/used-cars/2007-toyota-innova-2-0-g-high-spec-weekend-used-super-tip-top-condition-2-airbag/6485104,1998 cc,8,Gold
https://www.carlist.my/used-cars/2012-honda-civic-1-8-s-l-a-facelift-fd-leather-seat-spoiler-very-low-mileage-one-careful-owner-tip-top-condition/6569524,1799 cc,5,White
https://www.carlist.my/used-cars/2015-toyota-camry-2-5-v-f-spec-a-2-5-dual-vvt-i-engine-multi-electric-seat-full-leather-seat-multi-function-steering-push-start-button-1-owner/6591228,2494 cc,5,White
https://www.carlist.my/used-cars/2012-mini-countryman-1-6-cooper-s-all4-suv-cbu-local-good-condition-warranty/6303007,1598 cc,5,White
https://www.carlist.my/used-cars/2009-bmw-523i-2-5-m-sport-lci-p-start-leather-seat-tip-top-condition-warranty/6285372,2497 cc,5,Silver
https://www.carlist.my/used-cars/2014-porsche-macan-2-0-turbo-cbu-local-low-mil-full-service-record-warranty/5726073,1984 cc,5,White
https://www.carlist.my/used-cars/2015-mazda-3-2-0-skyactiv-g-high-spec-s-roof-p-start-navi-good-maintain-warranty/6641268,1998 cc,5,Red
https://www.carlist.my/used-cars/2014-bmw-x1-2-0-sdrive20i-suv-twin-turbo-ckd-local-p-start-good-maintain-warranty/6601911,1997 cc,5,White
https://www.carlist.my/used-cars/2011-bmw-528i-3-0-m-sport-f10-ckd-local-navi-p-start-head-up-display-r-camera-s-roof-warranty/6592052,2996 cc,5,Bronze
https://www.carlist.my/used-cars/2016-mercedes-benz-e200-2-0-edition-e-ckd-local-r-camera-navi-warranty-under-by-hap-seng/6647235,1991 cc,5,White
https://www.carlist.my/used-cars/2003-toyota-alphard-3-0-g-mpv-mzg-2-p-door-p-boot-7-seat-s-roof-new-f-l-good-condition-cash-deal-only/6655563,2994 cc,7,White
https://www.carlist.my/used-cars/2019-honda-city-1-5-e-i-vtec-full-spec-full-service-record-under-warranty-1-owner/6653241,1497 cc,5,Maroon
https://www.carlist.my/used-cars/2015-bmw-320i-2-0-sport-edition-under-warranty-full-service-record-original-17-sport-rim-9-speakers/6661249,1997 cc,5,Blue
https://www.carlist.my/used-cars/2010-perodua-viva-989-ezi-exclusive-elite-original-elite-full-airbag-abs-spoiler-sport-rim-1-owner/6656776,989 cc,5,Purple
https://www.carlist.my/used-cars/price-slashed-book-first-5-years-service-warranty-genuine-low-mileage-2019-bmw-330e-2-0-m-sport-sedan-many-unit-colours-to-choose/6434548,1998 cc,5,White
https://www.carlist.my/used-cars/2012-toyota-vios-1-5-j-sedan-trd-bodykit-car-king-high-loan/6688268,1497 cc,5,White
https://www.carlist.my/used-cars/2013-toyota-vios-1-5-g-limited-sedan-tip-top-condition-with-high-loan-available/6688255,1497 cc,5,Silver
https://www.carlist.my/used-cars/2012-toyota-vios-1-5-trd-sportivo-sedan-black-interior-high-loan/6688286,1497 cc,5,White
https://www.carlist.my/used-cars/2011-mercedes-benz-c250-cgi-1-8-avantgarde-sedan/6653162,1796 cc,5,Black
https://www.carlist.my/used-cars/2013-bmw-520i-a-f10-petrol-twin-power-turbo-high-spec-local-ckd-brand-new-by-bmw-malaysia-car-king-46k-km/6688258,1997 cc,5,Black
https://www.carlist.my/used-cars/2013-mercedes-benz-e200-cgi-1-8-elegance-sedan/6652701,1796 cc,5,Black
https://www.carlist.my/used-cars/2013-mercedes-benz-c200-cgi-1-8-elegance-sedan/6652733,1796 cc,5,Beige
https://www.carlist.my/used-cars/2013-mercedes-benz-e250-cgi-1-8-avantgarde-convertible/6653148,1796 cc,4,Grey
https://www.carlist.my/used-cars/2016-bmw-318i-1-5-luxury-sedan/6686513,1499 cc,5,Black
https://www.carlist.my/used-cars/2005-toyota-vios-1-5-g-sedan-car-king/6591132,1496 cc,5,White
https://www.carlist.my/used-cars/2010-toyota-vios-1-5-g-sedan-facelift-car-king-high-loan/6375326,1497 cc,5,Silver
https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-hatchback-high-loan-tip-top-condition/6555176,1298 cc,5,Orange
https://www.carlist.my/used-cars/2016-toyota-vios-1-5-e-sedan-facelift-gx-bodykit-push-start-tip-top-condition/6374463,1497 cc,5,Silver
https://www.carlist.my/used-cars/2007-toyota-vios-1-5-g-sedan-tip-top-condition/6479679,1497 cc,5,Black
https://www.carlist.my/used-cars/2008-porsche-cayenne-4-8-turbo-suv/5412770,4806 cc,5,White
https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-av-hatchback/6658732,1495 cc,5,Blue
https://www.carlist.my/used-cars/2008-chery-eastar-2-4-standard-mpv/6456289,2350 cc,7,Black
https://www.carlist.my/used-cars/2000-proton-perdana-2-0-v6-sedan/6456295,1999 cc,5,
https://www.carlist.my/used-cars/1999-04-mercedes-benz-e200-2-0-elegance-sedan/6456282,1998 cc,5,White
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-trd-sportivo-sedan-full-full-spec/6456255,1497 cc,5,White
https://www.carlist.my/used-cars/2010-toyota-avanza-1-5-g-mpv-facelift/6456264,1495 cc,7,Silver
https://www.carlist.my/used-cars/2012-toyota-hilux-2-5-g-vnt-pickup-truck-facelift/6456258,2494 cc,5,Silver
https://www.carlist.my/used-cars/2010-volkswagen-passat-2-0-cc-tsi-a/5249440,1984 cc,5,White
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-g-vnt-a/6383472,2494 cc,5,Grey
https://www.carlist.my/used-cars/2010-perodua-alza-1-5-ezi-a/6507651,1495 cc,7,White
https://www.carlist.my/used-cars/2007-bmw-320i-2-0-a/6603742,1995 cc,5,Black
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-trd-sportivo-a/6603737,1497 cc,5,Brown
https://www.carlist.my/used-cars/2010-toyota-hilux-2-5-g-a/6239505,2494 cc,5,Silver
https://www.carlist.my/used-cars/2015-honda-city-1-5-e-i-vtec-a/6603683,1497 cc,5,Grey
https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-sxi-m/6211166,1298 cc,5,Silver
https://www.carlist.my/used-cars/2015-perodua-axia-1-0-se-a/6468791,998 cc,5,White
https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ez-a/6507659,1298 cc,5,Silver
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-m/6468804,1298 cc,5,Purple
https://www.carlist.my/used-cars/2014-nissan-navara-2-5-le-a/6345687,2488 cc,5,Silver
https://www.carlist.my/used-cars/2015-proton-saga-1-3-flx-m/6283166,1332 cc,5,White
https://www.carlist.my/used-cars/2008-nissan-grand-livina-1-8-premium-luxury-a/6093342,1798 cc,7,Silver
https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-a/6507652,1298 cc,5,Green
https://www.carlist.my/used-cars/2014-citroen-ds3-1-6-a/6239499,1598 cc,5,Blue
https://www.carlist.my/used-cars/2007-smart-forfour-1-5-a/5245696,1499 cc,5,White
https://www.carlist.my/used-cars/2014-toyota-innova-2-0-g-a/6211153,1998 cc,8,Black
https://www.carlist.my/used-cars/2018-perodua-bezza-1-3-x-a/6383477,1329 cc,5,White
https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-se-a-facelift/6598718,1495 cc,5,Blue
https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-ezi-hatchback-a-used-car/6442598,1298 cc,5,Red
https://www.carlist.my/used-cars/2015-mazda-cx-5-2-5-skyactiv-g-suv-a-used-car/6442591,2488 cc,5,Grey
https://www.carlist.my/used-cars/2012-honda-civic-1-8-s-l-i-vtec-sedan-a/6649198,1799 cc,5,Black
https://www.carlist.my/used-cars/2016-honda-accord-2-0-i-vtec-vti-l-sedan-a/6649194,1997 cc,5,Black
https://www.carlist.my/used-cars/2011-volkswagen-golf-1-4-tsi-hatchback-a/6649195,1390 cc,5,Red
https://www.carlist.my/used-cars/2011-mercedes-benz-e250-cgi-1-8-avantgarde-convertible-a/6649212,1796 cc,4,Silver
https://www.carlist.my/used-cars/2013-toyota-corolla-altis-1-6-e-sedan-a/6649197,1598 cc,5,Black
https://www.carlist.my/used-cars/2014-hyundai-elantra-1-6-a-used-car/6676114,1591 cc,5,Silver
https://www.carlist.my/used-cars/2008-hyundai-grand-starex-2-5-vgt-a-used-car/6676116,2497 cc,12,Silver
https://www.carlist.my/used-cars/2012-proton-inspira-2-0-executive-a-used-car/6676113,1998 cc,5,Brown
https://www.carlist.my/used-cars/2015-mazda-cx-5-2-5-skyactiv-g-suv-a-used-car/6442759,2488 cc,5,Black
https://www.carlist.my/used-cars/2014-honda-accord-2-0-i-vtec-vti-l-sedan-a-used-car/6442761,1997 cc,5,Grey
https://www.carlist.my/used-cars/2012-toyota-camry-2-0-g-sedan-a-used-car/6442758,1998 cc,5,White
https://www.carlist.my/used-cars/2015-honda-city-1-5-e-i-vtec-sedan/6549119,1497 cc,5,Brown
https://www.carlist.my/used-cars/2013-nissan-grand-livina-1-6-imput-mpv/6542167,1598 cc,7,Blue
https://www.carlist.my/used-cars/2012-toyota-corolla-altis-1-8-g-sedan/6542431,1798 cc,5,Black
https://www.carlist.my/used-cars/2013-nissan-almera-1-5-vl-a-impul/6255300,1498 cc,5,White
https://www.carlist.my/used-cars/2011-bmw-523i-2-5-a-ckd/6462769,2497 cc,5,Black
https://www.carlist.my/used-cars/2014-subaru-xv-2-0-premium-a/6408325,1995 cc,5,Silver
https://www.carlist.my/used-cars/2015-2017-land-rover-range-rover-evoque-2-0-si4-a-imported-new/6535431,1999 cc,5,
https://www.carlist.my/used-cars/2012-true-proton-exora-1-6-a-bold-cfe-premium-hari-raya-promotion/6659572,1561 cc,7,White
https://www.carlist.my/used-cars/2014-true-mazda-cx-5-2-5-skyactiv-g-a-cx5-service-record-sunroof-raya-promotion/6655872,2488 cc,5,Grey
https://www.carlist.my/used-cars/2014-proton-preve-1-6-cfe-premium-turbo-push-start/6418341,1561 cc,5,Grey
https://www.carlist.my/used-cars/2014-proton-preve-1-6-cfe-premium-sedan-a/6678401,1561 cc,5,Red
https://www.carlist.my/used-cars/2008-suzuki-sx4-1-6-a/6624885,1586 cc,5,Silver
https://www.carlist.my/used-cars/2014-proton-preve-1-6-executive-a-tip-tp-condition/6687367,1597 cc,5,Silver
https://www.carlist.my/used-cars/2010-proton-exora-1-6-cps-m-line-m-tip-tp-condition/6687369,1597 cc,7,White
https://www.carlist.my/used-cars/2008-toyota-avanza-1-5-g-a-tip-tp-condition/6687364,1495 cc,7,Black
https://www.carlist.my/used-cars/must-view-2011-mercedes-benz-e250-cgi-1-8-sedan-7-speed/6664350,1796 cc,5,White
https://www.carlist.my/used-cars/2016-honda-cr-v-2-0-i-vtec-2wd-full-service-record-original-conditions/6163262,1997 cc,5,Grey
https://www.carlist.my/used-cars/2012-kia-forte-1-6-sx-keep-full-original-condition-full-service-record/6604962,1591 cc,5,White
https://www.carlist.my/used-cars/toyota-camry-2-4-v-full-spec-new-paint-original-mileage-100-accident-free/6447986,2362 cc,5,White
https://www.carlist.my/used-cars/2018-perodua-myvi-1-5-advance-under-warranty/6632187,1496 cc,5,Grey
https://www.carlist.my/used-cars/toyota-vellfire-2-4-zp-facelift-body-kit-power-boot-local-ap-2-power-door-reverse-camera-mpv/6485440,2362 cc,7,White
https://www.carlist.my/used-cars/2007-mitsubishi-triton-2-5-pickup-truck/6682405,2477 cc,5,Blue
https://www.carlist.my/used-cars/2014-perodua-alza-1-5-se-leather-seat-reverse-camera-original-low-mileage-lady-owner-car-king-test-drive-welcome/6434955,1495 cc,7,Blue
https://www.carlist.my/used-cars/2014-mazda-cx-5-2-5-skyactiv-g-carking-indahounse-1-lady-owner-full-service-mazda-ori-body-paint-smart-bodykits-sunroof-key-less-test-drive-welcome/6660053,2488 cc,5,White
https://www.carlist.my/used-cars/2005-reg-2008-toyota-alphard-3-0-g-premium-full-spec-1-vip-owner-original-body-paint-like-new-keep-well-by-owner-sun-moon-roof-2-pw-door-pw-boot/6659862,2994 cc,7,White
https://www.carlist.my/used-cars/2004-toyota-estima-2-4-aeras-g-7-seated-mpv-1-owner-car-both-side-power-window-clean-and-tidy-interior-keep-very-well-by-owner-test-drive-welcome/6609386,2362 cc,7,Bronze
https://www.carlist.my/used-cars/2006-nissan-x-trail-2-0-luxury-1-non-smoking-owner-clean-tidy-interior-ori-body-paint-confirm-accident-free-cheaper-in-town-test-drive-welcome/6659290,1998 cc,5,Grey
https://www.carlist.my/used-cars/2012-perodua-viva-989-ez-auto-1-lady-owner-zero-damage-condition-like-new/6659193,989 cc,5,Grey
https://www.carlist.my/used-cars/2015-mercedes-benz-a200-1-6-a-cgi-under-warranty-free-service-original-mileage-66km-only/6407430,1595 cc,5,Black
https://www.carlist.my/used-cars/unreg-2015-mercedes-benz-c200-2-0-avantgarde-w205-facelift-model-local-ap-free-warranty-2-year/6259783,1991 cc,5,Silver
https://www.carlist.my/used-cars/2013-audi-q3-2-0-tfsi-quattro-s-line-full-service-record-cbu/5825462,1984 cc,5,White
https://www.carlist.my/used-cars/2012-toyota-prius-c-1-5-hybrid-3-year-warranty/6687899,1497 cc,5,Red
https://www.carlist.my/used-cars/2014-honda-civic-2-0-s-a-fb-ivtec-new-facelift-with-modulo-body-kits-high-spec-ckd-local-brand-new-by-honda-malaysia/6655211,1997 cc,5,Black
https://www.carlist.my/used-cars/2014-toyota-harrier-2-0-a-vvti-cvt-i-full-modelista-bodykits-premium-high-spec-like-new-must-buy-mileage-42k-km/6667814,1986 cc,5,White
https://www.carlist.my/used-cars/2019-bmw-x2-2-0-sdrive20i-m-sport-suv-5-years-free-service-from-bmw-full-service-record-low-mileage-16-000km/6597954,1998 cc,5,Blue
https://www.carlist.my/used-cars/2013-proton-saga-1-6-se-sedan-a/6570726,1597 cc,5,Red
https://www.carlist.my/used-cars/2017-toyota-hilux-2-4-g-standard-pickup-truck/6687000,2393 cc,5,Grey
https://www.carlist.my/used-cars/mitsubishi-asx-2-0-suv-a-2016-4wd-full-service-record-1-lady-owner-only-tiptop-condition-view-to-confirm/6687796,1998 cc,5,Silver
https://www.carlist.my/used-cars/actyr-2014-toyota-hilux-2-5-g-vnt-a-one-owner/6434166,2494 cc,5,Silver
https://www.carlist.my/used-cars/mercedes-benz-cla200-1-6-coupe/6670725,1595 cc,5,White
https://www.carlist.my/used-cars/2004-hyundai-sonata-2-4-a/5569931,2351 cc,5,Silver
https://www.carlist.my/used-cars/2002-nissan-vanette-1-5-window-van-m/5749507,1487 cc,6,White
https://www.carlist.my/used-cars/2006-perodua-kelisa-1-0-ez-a/6417149,989 cc,5,Grey
https://www.carlist.my/used-cars/2009-proton-persona-1-6-base-line-a/6417145,1597 cc,5,Silver
https://www.carlist.my/used-cars/2008-hicom-mtb145-2-8-lorry-m/5749493,2771 cc,3,White
https://www.carlist.my/used-cars/2007-nissan-x-trail-2-5-4wd-a-tip-top-condition/6591560,2488 cc,5,Gold
https://www.carlist.my/used-cars/2009-toyota-vios-1-5-e-a-tip-top-condition-with-bodykit/6482560,1497 cc,5,Silver
https://www.carlist.my/used-cars/2006-toyota-vios-1-5-g-a-tip-top-condition/6367740,1496 cc,5,Gold
https://www.carlist.my/used-cars/2007-toyota-vios-1-5-e-sedan-tip-top-conditions/6580382,1496 cc,5,Silver
https://www.carlist.my/used-cars/2000-mercedes-benz-e240-2-4-a-tip-top/6117232,2398 cc,5,Silver
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-a-tip-top-condition-leather-seat/6631329,1298 cc,5,White
https://www.carlist.my/used-cars/2011-bmw-523i-ckd-2-5-a-f10-sport-easy-loan/6233546,2497 cc,5,Black
https://www.carlist.my/used-cars/2015-mercedes-benz-gla250-x156-2-0l-a-4matic-amg-spec-suv-local-cbu/6488844,1991 cc,5,Silver
https://www.carlist.my/used-cars/2004-toyota-vios-1-5l-a-sedan-vvt-i-g-full-spec-low-fuel-consumption-city-car/6488749,1496 cc,5,White
https://www.carlist.my/used-cars/2010-honda-crv-cr-v-2-0l-a-facelift-i-vtec-suv-awd-all-original-tip-top-condition/5901683,1997 cc,5,Silver
https://www.carlist.my/used-cars/2016-mercedes-benz-c200-2-0-avantgarde-sedan/6550037,1991 cc,5,Blue
https://www.carlist.my/used-cars/superb-condition-under-warranty-2019-bmw-330i-2-0-m-sport-sedan-perfect-condition/6675826,1998 cc,5,Grey
https://www.carlist.my/used-cars/2011-toyota-corolla-altis-1-8-g-sedan/6434697,1798 cc,5,Grey
https://www.carlist.my/used-cars/2011-toyota-corolla-altis-2-0-v-sedan/6615240,1987 cc,5,White
https://www.carlist.my/used-cars/2013-proton-exora-1-6-bold-cfe-premium-mpv/6605362,1561 cc,7,Gold
https://www.carlist.my/used-cars/2010-kia-forte-1-6-sx-sedan/6615141,1591 cc,5,Brown
https://www.carlist.my/used-cars/2013-perodua-alza-1-5-ez-mpv/6506498,1495 cc,7,White
https://www.carlist.my/used-cars/2015-toyota-vios-1-5-e-trd-bodykits/6589048,1497 cc,5,Bronze
https://www.carlist.my/used-cars/2014-honda-city-1-5-s-i-vtec-sedan/6393419,1497 cc,5,White
https://www.carlist.my/used-cars/2015-nissan-almera-1-5-e-nismo-facelift-a/6653039,1498 cc,5,White
https://www.carlist.my/used-cars/2008-honda-city-1-5-vtec-sedan/6653106,1497 cc,5,Silver
https://www.carlist.my/used-cars/2016-nissan-almera-1-5-e-sedan/6605346,1498 cc,5,Brown
https://www.carlist.my/used-cars/1996-honda-civic-1-6-vti-sedan/6542847,1598 cc,5,Silver
https://www.carlist.my/used-cars/2013-honda-civic-1-8-s-i-vtec-sedan/6174820,1798 cc,5,Silver
https://www.carlist.my/used-cars/2016-nissan-almera-1-5-e-nismo-facelift-a/6569731,1498 cc,5,Brown
https://www.carlist.my/used-cars/2016-honda-city-1-5-e-i-vtec-sedan/6653098,1497 cc,5,Silver
https://www.carlist.my/used-cars/2004-toyota-estima-2-4-aeras-mpv/6618453,2362 cc,7,White
https://www.carlist.my/used-cars/2007-toyota-harrier-2-4-240g-premium-l-suv/6519217,2362 cc,5,Black
https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ezi-hatchback/6632282,1298 cc,5,Black
