link,Bore(mm),Stroke(mm),Power(hp),Compression Ratio,Peak Torque(Nm),Length(mm),Width(mm),Height(mm),Fuel Tank (litres)
https://www.carlist.my/used-cars/2008-proton-perdana-2-0-v6-a-full-bodykit-leather-seat-beige-interior/6592016,78.4,69,150,10,176,4615,1730,1400,64
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-a-k-break-bodykit-hre-p101-sportrims/6464571,81,96.9,156,10.61,189,4950,1845,1475,70
https://www.carlist.my/used-cars/2013-hyundai-elantra-1-6-gls-a-high-spec-push-start-leather-seat/6363988,77,85.4,131,10.51,157,4530,1775,1445,NA
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-se-a-sport-spring-te37-sport-rims/6288552,72,79.7,87,10,116,3750,1665,1550,40
https://www.carlist.my/used-cars/2008-toyota-vios-1-5-a-trd-15-enkei-sport-rims/6467421,75,84.7,109,10.5,141,4300,1700,1460,42
https://www.carlist.my/used-cars/toyota-wish-1-8-s-a-push-start-paddle-shift/6661495,80.5,88.3,143,10.6,173,4600,1720,1590,60
https://www.carlist.my/used-cars/nov-2015-mercedes-benz-gla250-cgi-a-x156-cbu-local-original-amg-4matic-7g-dct-high-spec-brand-new-by-mercedes-malaysia/5866216,83,92,211,9.8,350,4417,1804,1494,56
https://www.carlist.my/used-cars/best-condition-in-town-2010-ferrari-458-italia-4-5-coupe/6344236,94,81,570,12.5,540,4527,1937,1213,86
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-1-8-amg-coupe-panoramic-roof-harman-kardon-memory-seat/5241698,82,85,204,9.3,310,4698,1786,1397,80
https://www.carlist.my/used-cars/porsche-panamera-4-8-turbo/5312250,NA,NA,500,10.5,700,4970,1931,1418,100
https://www.carlist.my/used-cars/2012-register-2016-porsche-911-3-4-carrera-coupe-one-owner/6091450,NA,NA,349,12.51,390,4491,1808,1303,64
https://www.carlist.my/used-cars/rare-spec-in-market-view-to-believe-mercedes-benz-sl350-3-5-convertible/5944573,NA,NA,306,12,370,4617,1877,1315,65
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-e-a-dual-vvt-i-full-spec-ckd-local-by-umw-toyota-malaysia-1-very-careful-owner/6654745,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2009-toyota-alphard-2-4-vvti-a-7-seater-2-x-power-door-rear-power-boot-sunroof-moon-roof-240g-high-spec/6546772,88.5,96,170,NA,224,4850,1830,1890,65
https://www.carlist.my/used-cars/2013-mercedes-benz-b200-cgi-blueefcy-a-w246-local-cbu-turbo-7-g-dct-full-spec-brand-new-from-c-c-mercedes-malaysia/6654617,NA,NA,156,10.3,250,4359,1786,1557,50
https://www.carlist.my/used-cars/2016-toyota-alphard-3-5-a-local-mil-28k/6607798,94,83,275,NA,340,4915,1850,1895,75
https://www.carlist.my/used-cars/2015-mercedes-benz-c200-2-0-avantgarde-sedan/6601974,NA,NA,186,9.8,300,4686,1810,1442,66
https://www.carlist.my/used-cars/2017-mercedes-benz-c200-2-0-avantgarde-sedan-9-speed-under-warranty/6562262,83,92,186,9.8,300,4686,1810,1442,66
https://www.carlist.my/used-cars/2010-mercedes-benz-c180k-1-8-amg-sedan-tip-top-condition/6420250,NA,NA,156,NA,230,NA,NA,,NA
https://www.carlist.my/used-cars/2009-toyota-vellfire-3-5-vl-mpv-coll-box-full-spec/6471171,94,83,280,10.81,344,4870,1830,1890,65
https://www.carlist.my/used-cars/2013-toyota-vellfire-3-5-v-l-edition-mpv-face-lift-low-mileage/6478133,94,83,280,10.81,344,4870,1830,1890,65
https://www.carlist.my/used-cars/2011-toyota-alphard-2-4-prime-mpv-face-lift-alpine-home-theater/6132551,88.5,96,170,NA,224,4850,1830,1890,65
https://www.carlist.my/used-cars/2015-toyota-vellfire-2-5-z-g-edition-a-zg-jbl/6652137,90,98,182,10.4,235,4935,1850,1880,NA
https://www.carlist.my/used-cars/2010-mercedes-benz-c200-cgi-1-8-elegance-sedan-tip-top-condition/6420104,NA,NA,184,9.3,270,4581,2020,1447,66
https://www.carlist.my/used-cars/2016-bmw-318i-1-5-luxury-sedan-f-service-under-warranty/6421346,82,94.6,136,11,220,4633,1811,1429,60
https://www.carlist.my/used-cars/2009-mercedes-benz-c200k-1-8-elegance-sedan-ckd-car-king-condition/6447542,82,85,184,8.5,250,4581,1770,1444,66
https://www.carlist.my/used-cars/2017-mercedes-benz-e200-2-0-avantgarde-sedan-digital-tab-under-warranty/6272058,83,92,184,9.8,300,4923,1852,1468,66
https://www.carlist.my/used-cars/2017-honda-cr-v-1-5-vtec-premium-f-service/6619448,NA,NA,193,NA,243,4584,1855,1679,NA
https://www.carlist.my/used-cars/2014-porsche-911-3-8-turbo-s-coupe/6619475,NA,NA,560,9.8,700,4506,1880,1296,68
https://www.carlist.my/used-cars/2015-mercedes-benz-s400l-3-5-hybrid-sedan/6641945,92,86,306,12,370,5246,1899,1496,70
https://www.carlist.my/used-cars/2016-mercedes-benz-c200-a-w205-7g-tronic-avantgarde-high-spec-brand-new-by-mercedes-c-c-malaysia-mileage-28k-km/6654252,NA,NA,184,9.8,300,4686,1810,1442,66
https://www.carlist.my/used-cars/2012-kia-optima-k5-2-0-sedan/6537405,86,86,165,NA,198,4856,1835,1455,70
https://www.carlist.my/used-cars/2017-bmw-x5-2-0-xdrive40e-m-sport-suv/6687774,84,90.1,245,10.1,350,4886,1938,1762,85
https://www.carlist.my/used-cars/2017-bmw-330e-2-0-m-sport-sedan/6687818,82,94.6,184,11,290,4633,1811,1429,60
https://www.carlist.my/used-cars/2016-bmw-740li-g12-by-ingress-auto/6382546,82,94.6,326,11,450,5238,1902,1479,78
https://www.carlist.my/used-cars/2011-audi-a1-1-4-tfsi-a-s-tronic-turbo-petrol-local-cbu-s-line-high-spec-brand-new-by-audi-malaysia/6654429,NA,NA,185,NA,250,3954,1906,1416,45
https://www.carlist.my/used-cars/2014-bmw-520i-2-0-sedan/6570435,84,90.1,184,10,270,4907,1860,1462,70
https://www.carlist.my/used-cars/2014-bmw-528i-2-0-m-sport/6491464,84,90.1,245,10,350,4907,1860,1462,70
https://www.carlist.my/used-cars/2014-bmw-328i-2-0-m-sport/6560785,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2011-bmw-x6-3-0-xdrive35i-suv/6491625,84,89.6,306,NA,400,4877,1983,1690,85
https://www.carlist.my/used-cars/2011-audi-a4-1-8-tfsi-s-line-sedan/6474331,82.5,84.1,160,9.6,250,4703,1826,1427,65
https://www.carlist.my/used-cars/2014-mercedes-benz-a250-amg-a-w176-7g-dct-original-full-amg-super-high-spec-brand-new-by-mercedes-c-c-penang-mileage-52k-km/6654326,NA,NA,211,9.8,350,4292,1780,1433,50
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-cgi-a-w212-avantgarde-7g-tronic-blueefcy-ckd-local-high-spec-by-mercedes-benz-malaysia/6653822,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/2016-perodua-myvi-a-1-5-se-best-deal/6636154,72,91.8,103,10,136,3685,1665,1570,40
https://www.carlist.my/used-cars/2015-perodua-myvi-a-1-3-x-best-deal/6636148,72,79.7,91,NA,117,3695,1665,1570,40
https://www.carlist.my/used-cars/2011-toyota-vios-a-1-5-g-limited/6636702,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2011-toyota-vios-a-1-5-g-limited/6636145,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2010-toyota-vellfire-a-3-5-z-well-maintained/6636131,94,83,280,10.81,344,4870,1830,1890,65
https://www.carlist.my/used-cars/2010-perodua-myvi-a-1-3-ezi/6591057,72,79.7,87,10,116,3750,1665,1550,40
https://www.carlist.my/used-cars/2016-perodua-myvi-a-1-5-advance/6591055,72,91.8,103,10,136,3685,1665,1570,40
https://www.carlist.my/used-cars/2013-perodua-myvi-a-1-3-ezi/6591054,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2007-honda-city-1-5-i-dsi-sedan-well-maintained/6345712,73,89.4,90,10.5,131,4390,1690,1485,42
https://www.carlist.my/used-cars/2012-honda-civic-a-1-8-s-i-vtec-well-maintained/6500230,81,87.3,141,10.61,174,4525,1755,1435,50
https://www.carlist.my/used-cars/2009-bmw-325i-2-5-sports-sedan/6637041,82,78.8,222,NA,250,4531,1817,1421,63
https://www.carlist.my/used-cars/2008-toyota-wish-1-8-base-spec-mpv/6254422,79,91.5,179,10,170,4550,1695,1590,60
https://www.carlist.my/used-cars/2011-toyota-corolla-altis-2-0-v-sedan/6594425,NA,NA,145,NA,187,4540,1760,1465,NA
https://www.carlist.my/used-cars/2016-honda-jazz-1-5-v-i-vtec-hatchback/6546978,73,89.4,120,10.3,145,3955,1694,1524,40
https://www.carlist.my/used-cars/2012-toyota-vios-1-5-g-limited-sedan/6392564,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2010-toyota-vios-1-5-e-sedan/6546988,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2010-mercedes-benz-c200-cgi-1-8-avantgarde-sedan-one-vip-owner-local-ckd-like-new-promotion-10/6597728,NA,NA,184,9.3,270,4581,2020,1447,66
https://www.carlist.my/used-cars/2012-mercedes-benz-c200-cgi-1-8-sedan-one-owner-local-ckd-tip-top-condition-12/6604961,NA,NA,184,9.3,270,4581,2020,1447,66
https://www.carlist.my/used-cars/2012-honda-city-1-5-e-i-vtec-sedan-tiptop-condition-1-owner-two-digit-number-plate-47/6526850,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2009-toyota-vios-1-5-s-a-trd-sportivo-tip-top-condition-facelift-promotion-09/5952807,75,84.7,109,10.5,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2013-bmw-320d-2-0-sport-line-sedan-local-one-owner-full-service-record-promotion-13/6545984,84,90,184,16,380,4624,1811,1429,57
https://www.carlist.my/used-cars/2007-bmw-330ci-coupe-3-0-sedan-tiptop-like-new-good-condition/6143677,85,88,258,10.7,300,4520,1817,1421,60
https://www.carlist.my/used-cars/2014-bmw-320i-2-0-sport-line-sedan-low-mileage-full-service-record-tiptop-condition-1-owner/6489946,NA,NA,184,11,270,4624,1811,1429,60
https://www.carlist.my/used-cars/1999-mercedes-benz-e240-2-4-a-tip-top-condition-e200-c200-promotion-99/6037998,NA,NA,170,NA,225,NA,NA,,65
https://www.carlist.my/used-cars/2007-mercedes-benz-e200k-1-8-sedan-e200-facelift-local-tiptop-condition-07/6431690,82,85,184,9.5,240,4818,1822,1452,65
https://www.carlist.my/used-cars/2010-land-rover-range-rover-sport-5-0-supercharged-autobiography-suv-vvip-owner-tip-top-condition-10/6651463,92.5,93,506,11.5,625,4783,1928,1789,88
https://www.carlist.my/used-cars/2011-nissan-navara-2-5-se-m-pickup-truck-tiptop-low-mileage-4x4/6195199,89,100,174,16.51,403,5230,1850,1780,80
https://www.carlist.my/used-cars/2008-toyota-estima-2-4-a-aeras-mpv-one-owner-reg-2013/6616140,88.5,96,170,9.8,220,4795,1800,1750,65
https://www.carlist.my/used-cars/2010-mercedes-benz-e200-cgi-1-8-elegance-sedan-tip-top-condition/6085986,82,85,184,9.31,270,4868,1854,1471,80
https://www.carlist.my/used-cars/2011-mercedes-benz-c250-cgi-1-8-avantgarde-sedan-tip-top-condition/4370035,NA,NA,204,9.31,310,4581,1770,1447,66
https://www.carlist.my/used-cars/2011-audi-s5-3-0-tfsi-quattro-hatchback/6083873,NA,NA,333,10.3,440,4713,1854,1382,64
https://www.carlist.my/used-cars/2011-audi-r8-4-2-fsi-quattro-coupe/6471133,NA,NA,419,NA,430,4431,1904,1252,75
https://www.carlist.my/used-cars/2019-volkswagen-polo-1-6-comfortline-hatchback/6690134,NA,NA,105,NA,153,3970,1682,1453,45
https://www.carlist.my/used-cars/2019-volkswagen-vento-1-6-comfort-sedan/6690545,NA,NA,105,NA,153,4384,1699,1465,55
https://www.carlist.my/used-cars/2019-volkswagen-passat-2-0-380-tsi-highline-sedan/6690630,NA,NA,220,NA,350,4767,1832,1456,66
https://www.carlist.my/used-cars/bmw-328i-2-0-luxury-line-under-warranty-smart-tip-top-conditions-f30/6570251,84,90.1,245,10.01,350,4624,1811,1429,60
https://www.carlist.my/used-cars/nissan-gtr-nismo-2015-18/6627825,NA,NA,557,NA,632,4670,1895,1370,74
https://www.carlist.my/used-cars/2013-bmw-328i-2-0-sport-line-sedan/6644891,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2016-mercedes-benz-e250-2-0-edition-e-amg-sedan/6639338,NA,NA,211,9.8,350,4879,1854,1474,80
https://www.carlist.my/used-cars/2015-mercedes-benz-s400l-3-5-hybrid-sedan-a-warranty-battery-warranty-until-jan-2020-and-extendible-till-2022-negotiable/5130817,92,86,306,12,370,5246,1899,1496,70
https://www.carlist.my/used-cars/2012-mercedes-benz-s300l-3-0-sedan/6645046,88,82.1,314,11.1,300,5209,1872,1473,90
https://www.carlist.my/used-cars/2008-toyota-estima-3-5-mpv-offer/6457013,94,83,284,9.8,332,4795,1800,1730,65
https://www.carlist.my/used-cars/2015-bmw-320i-2-0-m-sport-bodykit/6659424,NA,NA,184,11,270,4624,1811,1429,60
https://www.carlist.my/used-cars/2016-honda-accord-2-0-i-vtec-vti-l-full-bodykit/6590171,NA,NA,211,NA,190,4935,1850,1465,65
https://www.carlist.my/used-cars/nissan-kc-sd45-2012-1200/6650597,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2019-mazda-3-2-0-skyactiv-g-high-sedan/6470762,NA,NA,165,14.1,210,4580,1795,1450,51
https://www.carlist.my/used-cars/2014-audi-a4-1-8-tfsi-facelift-s-line-full-spec-direct-owner/6598352,NA,NA,173,NA,320,4701,1826,1427,NA
https://www.carlist.my/used-cars/2017-volkswagen-passat-2-0-380-tsi-highline-sedan/6651376,NA,NA,220,NA,350,4767,1832,1456,66
https://www.carlist.my/used-cars/1992-toyota-corolla-1-6-seg-sedan/6341195,81,77,116,NA,145,NA,NA,,55
https://www.carlist.my/used-cars/2008-toyota-land-cruiser-4-5-suv/6226151,86,96,265,16.8,650,4950,1970,1905,138
https://www.carlist.my/used-cars/2011-mercedes-benz-e250-cgi-1-8-avantgarde/6649023,82,85,204,9.31,310,4698,1786,1397,80
https://www.carlist.my/used-cars/2015-bmw-120i-1-6-m-sport-hatchback/6387275,77,85.8,177,10.5,250,4329,1765,1440,52
https://www.carlist.my/used-cars/2013-proton-satria-1-6-neo-r3-executive-hatchback/6638851,NA,NA,126,NA,150,3898,1745,1434,50
https://www.carlist.my/used-cars/2004-perodua-kelisa-1-0-ez-hatchback/6634735,72,81,55,10,88,3490,1490,1430,40
https://www.carlist.my/used-cars/2007-mercedes-benz-cls350-3-5-coupe-japan-full-spec/6636080,92.9,86,272,10.7,350,4913,1873,1403,80
https://www.carlist.my/used-cars/2004-perodua-kembara-1-3-ez-suv-one-owner-direct-owner-low-mileage-lady-driver-original-paint-very-well-kept-accident-free/6635588,72,79.7,86,10,120,3890,1555,1715,46
https://www.carlist.my/used-cars/2010-jaguar-xf-3-0-luxury-sedan/4823834,89,79.5,238,10.5,293,4961,1877,1460,70
https://www.carlist.my/used-cars/2014-volkswagen-jetta-1-4-tsi-sedan-private-owner-negotiable/6627868,NA,NA,160,NA,240,4644,1778,1482,55
https://www.carlist.my/used-cars/2018-peugeot-308-1-6-thp-hatchback/6683858,77,85.8,166,10.5,240,4253,1804,1457,53
https://www.carlist.my/used-cars/2015-lexus-nx200t-2-0-premium-suv/6692231,86,86,238,10,350,4630,1845,1630,60
https://www.carlist.my/used-cars/2018-mercedes-benz-cla200-1-6-night-edition-coupe/6579101,NA,NA,156,10.3,250,4630,1777,1432,50
https://www.carlist.my/used-cars/2017-toyota-vios-1-5-gx-sedan/6662210,72,91.8,107,10,140,4410,1700,1475,42
https://www.carlist.my/used-cars/2008-honda-cr-v-2-0-i-vtec-suv/6633573,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/2017-mercedes-benz-e250-2-0-avantgarde-sedan/6587054,83,92,211,9.8,350,4923,1852,1468,66
https://www.carlist.my/used-cars/2010-toyota-vellfire-2-4-z-mpv/6364435,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/2014-lamborghini-huracan-5-2-lp610-4-coupe/6560861,84.5,92.8,610,12.7,560,4459,1924,1165,80
https://www.carlist.my/used-cars/2015-land-rover-range-rover-sport-3-0-hse-suv/6649518,NA,NA,340,10.5,450,4850,2073,1780,105
https://www.carlist.my/used-cars/2015-bmw-420i-2-0-sport-line-coupe/6649282,84,90.1,184,11,270,4638,1825,1377,60
https://www.carlist.my/used-cars/toyota-vellfire-2-4-a-z-platinum-mpv-2power-door-power-boot-reverse-camera/6556206,88.5,96,170,9.81,224,4865,1840,1915,65
https://www.carlist.my/used-cars/2014-stage2-mercedes-benz-cla45-amg-2-0-4matic-coupe/6631543,83,92,360,8.6,450,4630,1777,1432,NA
https://www.carlist.my/used-cars/2014-lamborghini-huracan-5-2-lp610-4-coupe/6560779,84.5,92.8,610,12.7,560,4459,1924,1165,80
https://www.carlist.my/used-cars/2000-mercedes-benz-e280-2-8-elegance-sedan-well-maintained/6381183,NA,NA,204,NA,270,4818,1799,1441,80
https://www.carlist.my/used-cars/2007-bmw-523i-2-5-sedan/6561500,82,78.8,177,NA,230,4841,1846,1468,70
https://www.carlist.my/used-cars/2009-toyota-alphard-3-5-g-350g-mpv/6646932,94,83,280,NA,344,4850,1830,1890,65
https://www.carlist.my/used-cars/2010-toyota-vellfire-2-4-z-platinum-mpv/6612205,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-hatchback-selling-below-market-price-selling-fast-selling-cheap-call-now-get-fast/6609869,72,79.7,87,10,116,3720,1665,1550,40
https://www.carlist.my/used-cars/2015-honda-city-1-5-e-i-vtec-sedan-high-loan-value-high-trade-in-value-call-now-get-fast/6553542,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2008-proton-saga-1-3-blm-m-line-sedan-blacklist-can-loan/6376180,NA,NA,95,NA,120,4257,1680,1502,40
https://www.carlist.my/used-cars/2013-subaru-xv-2-0-premium-suv-car-king-tip-top-condition-high-loan/6376143,NA,NA,150,NA,196,4450,1780,1615,60
https://www.carlist.my/used-cars/2010-kia-forte-1-6-sx-sedan-promotion-mint-condition-high-loan/6376203,77,85.4,124,10.5,156,4530,1775,1460,52
https://www.carlist.my/used-cars/2004-proton-perdana-2-0-v6-executive-standard-edition-sedan-on-the-road-price-register-2005/6375181,78.4,69,150,10,179,NA,1730,,64
https://www.carlist.my/used-cars/2015-mercedes-benz-gla250-2-0-4matic-suv-car-king-under-warranty/6375210,83,92,211,9.8,350,4417,1804,1494,56
https://www.carlist.my/used-cars/2019-volvo-xc90-2-0-t8-suv-luminous-sand-2020-reg-sisma-auto-certified-pre-owned-complimentary-vsa-5/6620038,82,93.2,320,10.3,400,4950,1958,1776,70
https://www.carlist.my/used-cars/2010-true-honda-civic-1-3-i-vtec-a-1-5-hybrid-quality-car-nice-number-1168-promotion/6253418,73,80,95,10.8,123,4540,1750,1430,50
https://www.carlist.my/used-cars/2013-true-toyota-vios-1-5-a-nice-number-ori-trd-sportivo-facelift/6661591,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2014-honda-city-1-5-e-i-vtec/6659027,73,89.4,120,10.41,145,4415,1695,1470,42
https://www.carlist.my/used-cars/2015-honda-city-1-5-e-i-vtec-new-facelift/6652198,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2009-toyota-vios-1-5-a/6637119,75,84.7,109,10.5,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2014-lexus-es250-2-5-a-premium-selection/6392107,90,98,184,10.4,235,4900,1820,1450,65
https://www.carlist.my/used-cars/lockdown-offer-2019-bmw-330i-2-0-m-sport-sedan/6427384,82,94.6,258,10.2,400,4709,1827,1435,59
https://www.carlist.my/used-cars/lockdown-offer-2019-mini-countryman-2-0-cooper-s-suv/6643638,NA,NA,192,11,280,4299,1822,1557,51
https://www.carlist.my/used-cars/lockdown-offer-2019-bmw-330e-2-0-m-sport-sedan/6288508,82,94.6,184,11,290,4633,1811,1429,60
https://www.carlist.my/used-cars/lockdown-offer-2019-bmw-330i-2-0-m-sport-sedan/6344341,82,94.6,258,10.2,400,4709,1827,1435,59
https://www.carlist.my/used-cars/lockdown-offer-2019-bmw-x1-2-0-sdrive20i-sport-line-suv/6197503,82,94.6,192,11,280,4439,1821,1612,51
https://www.carlist.my/used-cars/lockdown-offer-cbu-unit-2018-bmw-x3-2-0-xdrive30i-luxury-suv/6117975,82,94.6,252,NA,350,4708,1891,1676,65
https://www.carlist.my/used-cars/toyota-vios-1-5-a-2016-full-service-record-1-lady-owner-only-original-paint-tiptop-condition-view-to-confirm/6638216,72,91.8,107,10,140,4410,1700,1475,42
https://www.carlist.my/used-cars/honda-city-1-5-i-vtec-a-2017-full-service-record-1-lady-owner-only-original-paint-accident-free-tiptop-condition-view-to-confirm/6652377,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/honda-cr-v-2-0-i-vtec-facelift-a-2011-previous-careful-owner-original-paint-tiptop-condition-view-to-confirm/6494140,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/honda-city-1-5-e-i-vtec-a-2015-1-lady-owner-only-original-paint-accident-free-tiptop-condition-view-to-confirm/6594195,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/honda-city-1-5-v-i-vtec-a-2015-full-service-record-1-director-owner-only-original-v-spec-tiptop-condition-view-to-confirm/6589888,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/proton-exora-1-6-bold-cfe-premium-a-2014-1-owner-only-full-service-record-original-leather-seat-tiptop-condition-view-to-confirm/6250975,NA,86,140,8.9,205,4592,1809,1691,55
https://www.carlist.my/used-cars/nissan-grand-livina-1-6-a-2015-full-service-record-1-owner-only-original-seat-full-set-impul-bodykit-tiptop-condition-like-new-view-to-confirm/6441834,78,83.6,105,9.8,150,4485,1700,1590,52
https://www.carlist.my/used-cars/proton-saga-1-3-flx-executive-a-2012-1-owner-only-full-set-bodykit-tiptop-condition-view-to-confirm/6407560,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/proton-exora-1-6-bold-cfe-premium-a-2013-1-owner-only-original-leather-seat-tiptop-condition-view-to-confirm/6652245,NA,86,140,8.9,205,4592,1809,1691,55
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-sedan-premium-executive-full-high-specs-16-valve-dohc-4-cylinder-inline-wx-5094-x-1-government-senior-owner/6565351,81,96.9,156,10.61,189,4950,1845,1475,70
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-sedan-premium-executive-full-high-specs-16-valve-dohc-4-cylinder-inline-wx-7607-x-1-government-senior-owner/6565418,81,96.9,156,10.61,189,4950,1845,1475,70
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-sedan-premium-executive-full-high-specs-16-valve-dohc-4-cylinder-inline-wx-5164-x-1-government-senior-owner/6565278,81,96.9,156,10.61,189,4950,1845,1475,70
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-sedan-premium-executive-full-high-specs-16-valve-dohc-4-cylinder-inline-wx-795-x-1-government-senior-owner/6565310,81,96.9,156,10.61,189,4950,1845,1475,70
