make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,fuel_tanks_litres,dimension
Proton,6565605,Exora,2014,56000,Automatic,32500.0,1561,6,Bronze,140.0,205.0,55.0,14047.015248
Perodua,6529897,Myvi,2012,82500,Automatic,22000.0,1298,5,Purple,91.0,117.0,40.0,9492.24825
Perodua,6557748,Myvi,2008,112500,Automatic,15800.0,1298,5,Silver,87.0,116.0,40.0,9600.39
Suzuki,6496522,Jimny,1994,117500,Manual,28999.0,1298,4,Green,94.0,102.0,55.0,7443.23175
Perodua,6567034,Myvi,2012,127500,Automatic,27800.0,1495,5,White,103.0,136.0,40.0,9479.386125
Mazda,6479259,CX-5,2013,157500,Automatic,69999.0,1998,5,White,154.0,198.0,58.0,13996.604
Kia,6566268,Forte,2012,62500,Automatic,27800.0,1591,5,Brown,124.0,156.0,52.0,11739.495
Mercedes-Benz,6338154,CLA200,2015,62500,Automatic,139800.0,1595,5,Grey,156.0,250.0,50.0,11781.79432
Mercedes-Benz,6474245,C230,2007,132500,Automatic,29500.0,2496,5,Gold,204.0,245.0,70.0,11167.428096
Toyota,6035546,Estima,2011,67500,Automatic,86800.0,3456,7,Black,284.0,332.0,65.0,14931.63
Audi,6405228,Q5,2010,72500,Automatic,53800.0,1984,5,Grey,211.0,350.0,75.0,14385.26556
Mazda,6538712,5,2012,92500,Automatic,51800.0,1999,7,Grey,144.0,180.0,60.0,12958.35625
Honda,6548923,Stream,2007,147500,Automatic,36800.0,1799,7,White,140.0,174.0,55.0,11967.80175
Volvo,6361641,XC60,2012,92500,Automatic,63800.0,1999,5,White,241.0,320.0,70.0,16803.22812
Mercedes-Benz,6198238,R300L,2011,82500,Automatic,85800.0,2996,7,White,231.0,300.0,55.0,16592.276196000003
Perodua,6561210,Myvi,2011,112500,Automatic,16000.0,1298,5,White,91.0,117.0,40.0,9492.24825
Mazda,6563875,3,2009,122500,Automatic,18500.0,1998,5,Black,147.0,183.0,55.0,11478.34825
Audi,6566895,Q5,2013,72500,Automatic,95800.0,1984,5,Silver,224.0,350.0,75.0,14540.56851
Toyota,6566308,Hilux,2018,27500,Automatic,112800.0,2755,5,Black,177.0,450.0,80.0,17945.17725
Mercedes-Benz,6566956,C180,2017,32500,Automatic,143900.0,1595,5,Black,158.0,250.0,66.0,12230.55372
Perodua,6396396,Viva,2012,72500,Automatic,13999.0,989,5,Silver,61.0,90.0,36.0,8067.88125
Proton,6566145,Iriz,2016,52500,Automatic,22900.0,1332,5,White,95.0,120.0,40.0,10489.872959999999
Nissan,6566160,Grand Livina,2011,72500,Manual,23900.0,1598,7,White,105.0,150.0,52.0,11876.982
Proton,6566164,Saga,2011,72500,Automatic,14900.0,1597,5,White,109.0,150.0,40.0,10924.3008
Nissan,6566167,Almera,2015,52500,Automatic,29900.0,1498,5,Bronze,102.0,139.0,41.0,11250.5625
Honda,6566157,CR-V,2003,97500,Automatic,14900.0,1998,5,Orange,156.0,190.0,50.0,13849.29
Hyundai,6563667,Santa Fe,2015,92500,Automatic,79800.0,2199,7,Grey,197.0,436.0,64.0,14812.896
Ford,6563034,Kuga,2013,142000,Automatic,38000.0,1596,5,Silver,179.0,240.0,60.0,14152.320624000002
Chevrolet,6566535,Colorado,2013,223000,Automatic,43000.0,2776,5,Black,179.0,470.0,76.0,18324.821334
BMW,6566304,330i,2016,67500,Automatic,155000.0,1998,5,Grey,252.0,350.0,60.0,11989.828727
Mazda,6564817,RX-8,2005,120000,Automatic,39500.0,1308,4,Black,209.0,222.0,61.0,10495.215
Maserati,6361052,Levante,2017,17500,Automatic,468000.0,2979,5,White,430.0,580.0,80.0,16531.272816
Mercedes-Benz,6441943,C250 CGI,2012,97500,Automatic,66800.0,1796,5,Grey,204.0,310.0,66.0,11758.42329
BMW,6441823,320i,2006,102500,Automatic,28800.0,1995,5,Black,150.0,200.0,60.0,11670.44564
Perodua,6563710,Viva,2009,107500,Manual,8888.0,989,5,Beige,61.0,90.0,36.0,8067.88125
Hyundai,6347341,Tucson,2015,52500,Automatic,56800.0,1999,5,Orange,158.0,192.0,55.0,13283.361
Suzuki,5854336,Swift,2013,72500,Automatic,29800.0,1372,5,Silver,95.0,130.0,42.0,9853.8825
Toyota,5199364,Corolla Altis,2015,62500,Automatic,75888.0,1798,5,Silver,139.0,173.0,55.0,11979.4752
Toyota,5633245,Hiace,2015,82500,Manual,89888.0,2494,10,White,102.0,260.0,70.0,7084.52025
Toyota,6067989,Camry,2014,82500,Automatic,79888.0,1998,5,Silver,148.0,190.0,70.0,12944.26875
Proton,6566632,Saga,2016,37500,Automatic,25900.0,1332,5,Red,95.0,120.0,40.0,10906.752969
Toyota,6564629,Alphard,2010,131000,Automatic,90000.0,2362,8,White,170.0,224.0,65.0,16774.695
Honda,6566457,HR-V,2015,93831,Automatic,69800.0,1799,5,Grey,143.0,172.0,50.0,12212.39364
Mercedes-Benz,6472362,E300,2015,47500,Automatic,113800.0,2143,5,Silver,204.0,500.0,80.0,13333.311684
Perodua,6460500,Viva,2009,92500,Manual,7800.0,847,5,Silver,53.0,76.0,36.0,8067.88125
Nissan,6094167,Sentra,2005,152500,Automatic,13888.0,1769,5,Black,128.0,164.0,50.0,11009.491125
Toyota,6541753,Hilux,2016,67500,Automatic,75888.0,2494,5,Grey,144.0,343.0,76.0,17856.385
Toyota,6561874,Vios,2015,67500,Automatic,43888.0,1497,5,Black,109.0,141.0,42.0,11058.075
Audi,6189141,RS6,2008,52500,Automatic,125000.0,4991,5,Black,581.0,650.0,80.0,13591.128319999998
Perodua,6562623,Viva,2010,177999,Manual,6900.0,847,5,Yellow,53.0,76.0,36.0,8067.88125
Nissan,6565202,Almera,2015,47500,Automatic,34900.0,1498,5,Grey,102.0,139.0,41.0,11250.5625
Volkswagen,5961895,Vento,2019,1,Automatic,59800.0,1598,5,White,105.0,153.0,55.0,10911.92944
Nissan,6500783,Teana,2013,72500,Automatic,42888.0,2496,5,White,182.0,228.0,70.0,12884.51
Honda,6541630,CR-Z,2014,62500,Automatic,51888.0,1496,4,Yellow,135.0,172.0,40.0,9891.2475
Mazda,6263909,CX-9,2012,72500,Automatic,48999.0,3726,7,Grey,277.0,366.0,76.0,16974.600191999998
Toyota,6474068,Estima,2009,72500,Automatic,68888.0,2362,7,Black,170.0,223.0,65.0,15061.095
Mazda,6534438,CX-5,2017,47500,Automatic,80888.0,1998,5,Grey,155.0,200.0,56.0,13996.604
Honda,6537935,City,2018,57500,Automatic,60888.0,1497,5,Grey,120.0,145.0,40.0,11114.052796
Nissan,6474702,Almera,2015,57500,Automatic,32888.0,1498,5,Bronze,102.0,139.0,41.0,11250.5625
Toyota,6518696,Vellfire,2009,82500,Automatic,84888.0,2362,7,White,170.0,224.0,65.0,17008.04
BMW,6474290,520i,2014,52500,Automatic,103888.0,1997,5,White,184.0,270.0,70.0,13343.70324
BMW,6455419,316i,2014,87500,Automatic,79800.0,1598,5,White,136.0,220.0,60.0,11966.537456
Mazda,6521894,CX-3,2017,17500,Automatic,95800.0,1998,5,White,156.0,204.0,48.0,11582.150625
Smart,6333188,Forfour,2006,77500,Automatic,12999.0,1332,5,Black,95.0,125.0,47.0,9161.6336
BMW,6526380,420i,2015,47500,Automatic,156800.0,1997,4,White,184.0,270.0,60.0,11655.40995
Volkswagen,6178744,Polo,2011,82500,Automatic,44800.0,1390,5,White,179.0,250.0,45.0,9710.441664
Mitsubishi,6361110,Triton,2008,112500,Automatic,36800.0,2477,5,Black,136.0,314.0,75.0,16478.1
Toyota,6564517,Avanza,2016,62500,Automatic,53800.0,1496,7,Silver,105.0,136.0,45.0,11789.403
Toyota,6267513,Vios,2006,115120,Automatic,20800.0,1496,5,Black,109.0,142.0,45.0,10422.512625
Proton,6534958,Preve,2016,42500,Automatic,29800.0,1561,5,White,140.0,205.0,50.0,12365.428152
Perodua,6539696,Kelisa,2005,222500,Automatic,9000.0,989,5,Silver,55.0,88.0,40.0,7436.143
Proton,6114194,Persona,2009,37500,Automatic,8999.0,1597,5,Black,111.0,148.0,55.0,11105.42235
Perodua,6565058,Myvi,2010,230000,Manual,15500.0,1298,5,White,87.0,116.0,40.0,9600.39
Honda,6405677,CR-V,2010,110000,Automatic,48000.0,1997,5,Silver,150.0,190.0,58.0,13820.351999999999
Perodua,6559542,Bezza,2016,67500,Automatic,32800.0,998,5,White,68.0,91.0,36.0,10151.73
Kia,6566382,Forte,2011,87500,Automatic,19700.0,1591,5,Red,124.0,156.0,52.0,11739.495
Toyota,6181676,Camry,2012,86254,Automatic,66000.0,2494,5,Silver,181.0,231.0,70.0,12944.26875
Mercedes-Benz,6465513,E350,2019,12500,Automatic,325000.0,1991,5,White,299.0,400.0,55.0,13384.337328
Audi,6480738,Q7,2009,107500,Automatic,59888.0,2967,7,Grey,232.0,500.0,55.0,17518.579506000002
Mercedes-Benz,6529088,A200,2018,2500,Automatic,188000.0,1332,5,Grey,163.0,250.0,43.0,11428.59456
Mercedes-Benz,6529122,E350,2019,12500,Automatic,325000.0,1991,5,Blue,299.0,400.0,55.0,13384.337328
Mercedes-Benz,6529061,C43 AMG,2019,17500,Automatic,308000.0,2996,5,Black,390.0,520.0,66.0,12230.55372
Proton,6562951,Waja,2001,120000,Automatic,6500.0,1584,5,Grey,103.0,140.0,60.0,11032.122
Porsche,3862033,Cayenne,2008,67500,Automatic,69800.0,4806,5,Black,405.0,500.0,100.0,15717.890125
Toyota,6562780,Vios,2012,180000,Automatic,31000.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6198677,Vios,2014,57500,Automatic,46800.0,1497,5,White,109.0,141.0,42.0,11058.075
Mercedes-Benz,5080974,C250,2015,22500,Automatic,165800.0,1991,5,White,211.0,350.0,66.0,12230.55372
BMW,6069608,X5,2016,27500,Automatic,219800.0,1997,5,Blue,245.0,350.0,85.0,16684.497816
Perodua,6539553,Viva,2014,72500,Automatic,13500.0,989,5,White,61.0,90.0,36.0,8067.88125
Proton,6256088,Saga,2014,82500,Automatic,14500.0,1332,5,Blue,95.0,120.0,40.0,10924.3008
Honda,6525731,Civic,2007,92500,Automatic,35500.0,1998,5,Black,155.0,188.0,50.0,11401.075
Ford,6566332,Ranger,2012,142500,Automatic,46600.0,2198,5,Blue,150.0,375.0,80.0,17994.18225
Mercedes-Benz,6188558,E250,2013,67500,Automatic,125800.0,1796,4,Black,204.0,310.0,80.0,11721.707316
Volvo,6566329,XC60,2013,62500,Automatic,86888.0,1999,5,White,241.0,320.0,70.0,16803.22812
Mazda,6551316,CX-5,2014,77500,Automatic,63500.0,1998,5,Silver,155.0,200.0,56.0,13996.604
Proton,6566292,Gen-2,2004,142500,Automatic,6750.0,1597,5,Blue,111.0,148.0,50.0,10668.86625
Peugeot,6408772,408,2015,82500,Automatic,20900.0,1598,5,Blue,166.0,240.0,60.0,12959.19075
Perodua,6351924,Myvi,2017,42500,Automatic,35900.0,1495,5,White,103.0,136.0,40.0,9632.77425
Peugeot,6548369,5008,2012,97500,Automatic,28900.0,1598,7,Grey,155.0,240.0,60.0,15715.85652
Porsche,6358394,911,2013,37500,Automatic,435000.0,3800,4,Silver,400.0,440.0,64.0,10515.04776
Perodua,6560344,Myvi,2006,242500,Manual,8888.0,1298,5,Gold,87.0,116.0,40.0,9600.39
Honda,6135601,CR-V,2011,252000,Automatic,41800.0,1997,5,Silver,150.0,190.0,58.0,13820.351999999999
Toyota,6565882,MRS,2000,112500,Automatic,69000.0,1794,2,Yellow,141.0,171.0,55.0,8153.500875
Proton,6564938,Iswara,1999,170000,Manual,3188.0,1298,5,Green,75.0,109.0,45.0,9633.424
Volvo,6566263,S90,2019,13000,Automatic,308800.0,1969,5,White,325.0,400.0,50.0,13456.663311000002
Toyota,6432008,Estima,2008,67500,Automatic,68800.0,3456,7,White,284.0,332.0,65.0,14931.63
Perodua,6485256,Bezza,2019,22500,Automatic,37988.0,1329,5,Silver,95.0,121.0,36.0,10151.73
Audi,6566114,A6,2012,112500,Automatic,125000.0,2995,5,Blue,305.0,440.0,75.0,13401.58305
Nissan,6225027,Teana,2011,132500,Automatic,45000.0,2496,5,Grey,182.0,228.0,70.0,12884.51
Nissan,6312846,Almera,2013,122500,Automatic,30800.0,1498,5,White,102.0,139.0,41.0,11325.56625
Perodua,6562967,Myvi,2017,37500,Automatic,35500.0,1495,5,Blue,103.0,136.0,40.0,9632.77425
Honda,6257722,Accord,2012,82500,Automatic,44800.0,2354,5,White,181.0,222.0,70.0,13457.199375
Honda,5830356,Accord,2014,67500,Automatic,75000.0,1997,5,Black,155.0,190.0,65.0,13198.9175
Honda,6566109,Civic,2011,92500,Automatic,49800.0,1998,5,Black,155.0,188.0,50.0,11175.0625
Proton,6556842,Waja,2005,137500,Manual,6888.0,1584,5,Grey,103.0,140.0,60.0,11032.122
Audi,6565629,A3,2015,62500,Automatic,78888.0,1395,5,White,125.0,200.0,50.0,11332.214016
Mercedes-Benz,6566085,CLA200,2014,92500,Automatic,129888.0,1595,5,Black,156.0,250.0,50.0,11781.79432
MINI,6340737,Cooper,2007,72500,Automatic,63999.0,1598,4,Black,175.0,240.0,55.0,8797.537644
Lexus,6494029,ES250,2014,72500,Automatic,118800.0,2494,5,Black,184.0,235.0,65.0,12931.1
Porsche,5948917,Panamera,2014,82500,Automatic,179800.0,3605,4,White,310.0,400.0,80.0,13731.862369999999
BMW,6316110,335i,2010,157500,Automatic,90000.0,2979,4,Black,306.0,400.0,61.0,11241.747
Perodua,6538133,Alza,2013,47500,Automatic,30800.0,1495,7,Grey,103.0,136.0,42.0,11546.5095
Mitsubishi,6495490,Triton,2007,160000,Automatic,28800.0,2477,5,Silver,136.0,314.0,75.0,16478.1
Perodua,6373606,Myvi,2011,97500,Automatic,22500.0,1298,5,White,87.0,116.0,40.0,9677.8125
Mercedes-Benz,6492467,C200,2018,27500,Automatic,186888.0,1991,5,White,186.0,300.0,66.0,12230.55372
Hyundai,6565814,Elantra,2015,67500,Automatic,44800.0,1797,5,White,150.0,178.0,49.0,11618.88375
Audi,6565054,Q3,2012,42500,Automatic,80000.0,1984,5,White,170.0,280.0,55.0,12903.4764
Volkswagen,6565530,Polo,2012,87500,Automatic,25000.0,1598,5,White,105.0,153.0,55.0,10919.377856000001
Volkswagen,6565486,Vento,2019,7500,Automatic,54800.0,1598,5,White,105.0,153.0,55.0,10911.92944
BMW,6380309,740Le,2017,21500,Automatic,328800.0,1998,5,White,258.0,400.0,78.0,14734.797804
Honda,6341970,Civic,2008,97500,Automatic,32999.0,1799,5,Gold,140.0,174.0,50.0,11433.6495
Toyota,6473981,Harrier,2003,142500,Automatic,42880.0,2994,5,Black,299.0,304.0,75.0,14661.108
Volkswagen,6538415,Passat,2013,45575,Automatic,41800.0,1798,5,Gold,160.0,250.0,70.0,12758.9826
Toyota,6551295,Vios,2015,52853,Automatic,53800.0,1497,5,White,109.0,141.0,42.0,11058.075
Ford,6564770,Fiesta,2013,72500,Automatic,29800.0,998,5,Red,125.0,170.0,43.0,10210.078956
Perodua,6558038,Myvi,2015,82500,Automatic,28800.0,1298,5,Purple,91.0,117.0,40.0,9658.91475
Ford,6564490,Ranger,2014,72500,Automatic,54900.0,2198,5,White,150.0,375.0,80.0,17994.18225
Perodua,6475560,Alza,2013,112500,Automatic,32000.0,1495,7,Silver,103.0,136.0,42.0,11546.5095
BMW,6285341,330e,2018,29500,Automatic,163800.0,1998,5,Black,184.0,290.0,60.0,11989.828727
MINI,6565563,3 Door,2019,4000,Automatic,200800.0,1998,4,Red,192.0,280.0,44.0,9401.6153
Audi,5479390,A8,2011,112500,Automatic,93000.0,2995,4,Black,290.0,420.0,90.0,15092.630636000002
Mazda,6556415,2,2019,12500,Automatic,86300.0,1496,5,Blue,116.0,148.0,44.0,10763.928
Proton,6476781,Exora,2014,97500,Automatic,32800.0,1561,7,Gold,140.0,205.0,55.0,14047.015248
Volvo,6564801,XC90,2016,62500,Automatic,238800.0,1969,7,Black,320.0,400.0,70.0,17213.1696
Honda,6498037,Jazz,2017,32500,Automatic,58800.0,1497,5,Grey,120.0,145.0,40.0,10210.44948
Toyota,6153274,Vellfire,2010,107500,Automatic,99800.0,2362,7,Gold,170.0,224.0,65.0,16774.695
Honda,6540272,Accord,2012,97500,Automatic,39888.0,1997,5,Silver,156.0,189.0,70.0,13470.80625
Toyota,5508510,Vios,2012,122500,Automatic,37800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Mazda,6545060,2,2015,77500,Automatic,46888.0,1496,5,Red,116.0,148.0,44.0,10763.928
Kia,6474552,Forte,2012,80000,Automatic,33000.0,1591,5,Blue,124.0,156.0,52.0,11739.495
Honda,6558312,HR-V,2015,50000,Automatic,69000.0,1799,5,White,143.0,172.0,50.0,12212.39364
BMW,6544758,328i,2015,58000,Automatic,145000.0,1997,5,Grey,245.0,350.0,60.0,11966.537456
Kia,6444587,Optima K5,2012,82500,Automatic,44333.0,1998,5,Silver,165.0,198.0,70.0,12965.1558
Toyota,6464676,Corolla Altis,2012,67500,Automatic,39333.0,1798,5,Silver,140.0,173.0,55.0,11705.936000000002
Hyundai,6177668,Elantra,2008,97500,Automatic,11889.0,1975,5,Grey,143.0,186.0,53.0,11914.59875
Honda,6325979,Civic,2010,82500,Automatic,37889.0,1799,5,Grey,140.0,174.0,50.0,11433.6495
Volkswagen,6397147,Golf,2011,92500,Automatic,63333.0,1984,5,White,211.0,280.0,55.0,11294.151418000001
Nissan,5526669,Murano,2009,87500,Automatic,47800.0,2488,5,Bronze,170.0,245.0,82.0,15734.56625
Toyota,6479851,Estima,2013,47500,Automatic,128800.0,2362,7,Black,170.0,223.0,65.0,15061.095
Mercedes-Benz,6495610,A180,2013,72500,Automatic,99800.0,1595,5,Grey,122.0,200.0,50.0,10947.77608
Honda,6479915,Civic,2011,97500,Automatic,59800.0,1998,5,Black,155.0,188.0,50.0,11175.0625
Kia,6433554,Rio,2013,77500,Automatic,28800.0,1396,5,Blue,109.0,137.0,43.0,10123.017
Audi,6553245,A4,2011,92500,Automatic,50899.0,1984,5,Black,213.0,350.0,55.0,12254.616506
Toyota,6122811,Alphard,2009,92500,Automatic,83800.0,3456,7,White,280.0,344.0,65.0,16774.695
Toyota,6546679,Vios,2018,20000,Automatic,70000.0,1496,5,White,107.0,140.0,42.0,11058.075
BMW,6546669,316i,2015,50000,Automatic,94000.0,1598,5,Maroon,136.0,220.0,60.0,11966.537456
Toyota,6546660,Vellfire,2010,86000,Automatic,108000.0,2362,7,Black,170.0,224.0,65.0,17008.04
Honda,6546615,Civic,2010,103000,Manual,115800.0,1998,4,White,224.0,215.0,50.0,11491.194
BMW,6546570,328i,2015,50000,Automatic,143000.0,1997,5,Grey,245.0,350.0,60.0,11966.537456
Mercedes-Benz,6546587,GLA45 AMG,2014,55000,Automatic,203000.0,1991,5,Black,360.0,450.0,56.0,11904.592392
BMW,6546781,520i,2004,152500,Automatic,24899.0,2171,5,Silver,170.0,210.0,70.0,13118.761448000001
Toyota,6565081,Mark X,2010,95000,Automatic,75800.0,2499,5,White,203.0,243.0,55.0,12183.65225
Toyota,6562673,Land Cruiser Prado,2013,81350,Automatic,155000.0,2693,7,Black,163.0,246.0,55.0,16599.31
Mitsubishi,6565067,Lancer,2008,90000,Automatic,37800.0,1998,5,Unknown,155.0,199.0,59.0,11984.368
Toyota,6492422,Fortuner,2012,80000,Automatic,84800.0,2494,7,Silver,102.0,260.0,65.0,16015.82
Toyota,6492425,Vios,2011,90000,Automatic,38800.0,1497,5,Grey,109.0,141.0,42.0,10672.6
BMW,6464915,530i,2019,17500,Automatic,305000.0,1998,5,Black,252.0,350.0,68.0,13637.042591999998
Lexus,6564452,ES250,2015,52500,Automatic,119888.0,2494,5,Brown,184.0,235.0,65.0,12931.1
Mercedes-Benz,6195855,CLS350,2008,92500,Automatic,55000.0,3498,4,Black,272.0,350.0,80.0,12910.474747
Kia,6487315,Optima K5,2015,72500,Automatic,75000.0,1999,5,White,165.0,198.0,70.0,12965.1558
Mercedes-Benz,6563444,GLA45 AMG,2014,45000,Automatic,205000.0,1991,5,Black,360.0,450.0,56.0,11904.592392
Toyota,6563961,Vellfire,2011,61000,Automatic,119000.0,2362,7,White,170.0,224.0,65.0,17008.04
Honda,6290998,HR-V,2016,67500,Automatic,69800.0,1799,5,Black,143.0,172.0,50.0,12212.39364
Hyundai,6548427,Sonata,2011,87500,Automatic,37800.0,2359,5,White,177.0,227.0,70.0,13006.161294
Mazda,6464306,3,2016,72500,Automatic,75800.0,1998,5,White,165.0,210.0,51.0,11920.595
Mazda,6445320,3,2011,92500,Automatic,33800.0,1999,5,White,147.0,182.0,55.0,11815.713
BMW,6479866,320i,2013,92500,Automatic,98800.0,1997,5,Grey,184.0,270.0,60.0,11966.537456
Toyota,6328681,Vios,2007,117500,Automatic,18800.0,1496,5,Black,109.0,142.0,45.0,10422.512625
Nissan,6564873,Grand Livina,2010,122500,Automatic,26800.0,1598,7,Gold,105.0,150.0,52.0,11876.982
Kia,6564881,Forte,2012,87500,Automatic,26800.0,1998,5,White,156.0,194.0,52.0,11739.495
Mercedes-Benz,6425626,C200K,2006,140000,Automatic,36999.0,1796,5,White,163.0,240.0,62.0,11152.643328
Toyota,5820944,Harrier,1998,242500,Automatic,16999.0,2994,5,White,220.0,304.0,55.0,13866.3858
Proton,6558387,Persona,2009,120000,Automatic,12999.0,1597,5,Grey,111.0,148.0,55.0,11105.42235
Toyota,6564294,Land Cruiser,2012,122500,Automatic,240000.0,4461,8,Black,265.0,650.0,55.0,18332.82
BMW,6323810,X3,2019,7500,Automatic,228000.0,1998,5,Black,252.0,350.0,65.0,14921.139728
Toyota,6458519,Vios,2010,95000,Automatic,30800.0,1497,5,White,109.0,141.0,42.0,10672.6
Honda,6472793,CR-V,2016,40000,Automatic,89800.0,1997,5,Unknown,155.0,190.0,58.0,14076.153
Honda,6564368,Jazz,2006,97500,Automatic,20800.0,1497,5,Black,90.0,131.0,42.0,10816.5915
Perodua,6564403,Myvi,2014,72500,Automatic,29800.0,1495,5,Silver,103.0,136.0,40.0,9479.386125
Proton,6422998,Iriz,2014,57500,Automatic,24800.0,1597,5,Green,109.0,150.0,40.0,10489.872959999999
Honda,6564218,CR-V,2016,77500,Automatic,80888.0,1997,5,Blue,155.0,190.0,58.0,14076.153
Hyundai,6412565,Elantra,2015,42500,Automatic,40800.0,1591,5,Orange,129.0,157.0,49.0,11618.88375
Toyota,6430875,Avanza,2008,110000,Automatic,22800.0,1495,7,Silver,109.0,141.0,45.0,11465.8275
Honda,6377202,CR-V,2014,65000,Automatic,73800.0,2354,5,Blue,190.0,222.0,58.0,13938.1515
Honda,6228549,CR-V,2005,137500,Automatic,16800.0,1998,5,White,156.0,190.0,50.0,13849.29
Mercedes-Benz,6561618,E300,2015,66000,Automatic,133000.0,2143,5,Grey,204.0,500.0,80.0,13333.311684
BMW,6128126,630i,2019,8000,Automatic,340800.0,1998,5,Grey,258.0,400.0,68.0,14892.580116
Perodua,6397335,Myvi,2013,42500,Automatic,29900.0,1495,5,Purple,103.0,136.0,40.0,9479.386125
Proton,6545182,Iriz,2014,102500,Automatic,26500.0,1597,5,Grey,109.0,150.0,40.0,10489.872959999999
Honda,6545287,CR-V,2010,92500,Automatic,38800.0,1997,5,Brown,150.0,190.0,58.0,13820.351999999999
Toyota,6557853,Avanza,2013,182500,Automatic,38800.0,1495,7,Silver,103.0,136.0,45.0,11254.8
Toyota,6558007,Vios,2010,82500,Automatic,33800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Kia,6561889,Forte,2012,102500,Automatic,23900.0,1591,5,Grey,124.0,156.0,52.0,11739.495
Perodua,6562029,Viva,2008,152500,Automatic,9900.0,989,5,Green,61.0,90.0,36.0,8067.88125
Perodua,6482554,Viva,2008,72500,Automatic,9900.0,989,5,Black,61.0,90.0,36.0,8067.88125
Proton,6563902,Exora,2013,82500,Manual,24900.0,1597,7,Silver,126.0,150.0,55.0,14047.015248
Mitsubishi,6563928,Grandis,2005,107500,Automatic,20800.0,2378,7,White,165.0,217.0,65.0,14140.651000000002
Honda,6461242,Accord,2009,91000,Automatic,40500.0,1997,5,White,156.0,189.0,70.0,13457.199375
Perodua,6545376,Axia,2015,80000,Manual,18900.0,998,5,Bronze,67.0,90.0,33.0,8904.168
Volkswagen,6498034,Tiguan,2015,57500,Automatic,62800.0,1390,5,Silver,160.0,240.0,64.0,13635.297702000002
Perodua,6564439,Kenari,2005,197500,Automatic,8999.0,989,5,Silver,55.0,88.0,40.0,8373.84
Nissan,6564312,Latio,2009,112500,Automatic,18888.0,1598,5,White,109.0,153.0,55.0,10940.674125
Toyota,6352069,Avanza,2008,107500,Automatic,24800.0,1495,7,Silver,109.0,141.0,45.0,11417.858999999999
Mitsubishi,6558320,Lancer,2007,130000,Automatic,36800.0,1998,5,Black,155.0,199.0,59.0,11984.368
Audi,6078188,RS6,2013,97500,Automatic,338800.0,3993,5,Red,560.0,700.0,75.0,14083.081584
Honda,6561858,Jazz,2015,82500,Automatic,45888.0,1497,5,White,120.0,145.0,40.0,10210.44948
Proton,6561893,Waja,2005,137500,Automatic,6888.0,1584,5,Grey,103.0,140.0,60.0,11032.122
Citroen,6410549,DS5,2014,82500,Automatic,66888.0,1598,5,Black,156.0,240.0,60.0,13043.99457
Toyota,6382637,Vios,2014,52500,Automatic,55888.0,1497,5,Brown,109.0,141.0,42.0,11058.075
Perodua,6420552,Myvi,2014,67500,Automatic,26900.0,1298,5,Silver,91.0,117.0,40.0,9492.24825
Mazda,5997305,Biante,2014,62500,Automatic,66800.0,1998,8,Grey,151.0,190.0,60.0,15314.08425
Volkswagen,6185827,Sharan,2012,82500,Automatic,56800.0,1984,7,White,200.0,280.0,70.0,15896.26752
Peugeot,6561612,308,2012,142500,Automatic,14800.0,1598,5,Red,158.0,240.0,60.0,11625.88812
Nissan,6561675,Almera,2017,52500,Automatic,38800.0,1498,5,Silver,102.0,139.0,41.0,11250.5625
Proton,6562484,Exora,2015,52500,Automatic,27800.0,1561,7,Black,140.0,205.0,55.0,14047.015248
Toyota,6525695,Avanza,2009,97500,Automatic,19800.0,1495,7,Black,109.0,141.0,45.0,11417.858999999999
Audi,6564274,TT,2010,92500,Automatic,69888.0,1984,4,Black,200.0,280.0,55.0,10404.824352
Proton,6564253,Satria,2011,72500,Automatic,16800.0,1597,5,Red,126.0,150.0,50.0,9754.08234
Honda,6278535,HR-V,2017,47500,Automatic,66900.0,1799,5,White,143.0,172.0,50.0,12212.39364
Ferrari,6235660,458 Italia,2012,12500,Automatic,1028000.0,4497,2,Yellow,570.0,540.0,86.0,10636.553187000001
Volkswagen,6564245,Passat,2013,137500,Automatic,43800.0,1798,5,Grey,160.0,250.0,70.0,12758.9826
Toyota,6544813,Alphard,2012,60000,Automatic,139800.0,2362,8,White,170.0,224.0,55.0,16843.869
Toyota,6391240,Estima,2012,70000,Automatic,115800.0,2362,7,Black,170.0,223.0,65.0,15061.095
Nissan,6560704,Teana,2015,60000,Automatic,69800.0,1997,5,Unknown,136.0,190.0,65.0,13275.23175
Perodua,6564208,Bezza,2017,77500,Automatic,35800.0,1329,5,White,95.0,121.0,36.0,10151.73
Perodua,6563121,Viva,2007,122500,Automatic,12800.0,989,5,Silver,61.0,90.0,36.0,8067.88125
Honda,6564077,CR-V,2014,122500,Automatic,77800.0,1997,5,Grey,155.0,190.0,58.0,13938.1515
Toyota,6552449,Innova,2010,47300,Automatic,47300.0,1998,8,Black,136.0,182.0,55.0,14149.42425
Perodua,6552448,Alza,2012,95000,Automatic,31800.0,1495,7,White,103.0,136.0,42.0,11546.5095
Proton,6552442,Saga,2015,120000,Automatic,20300.0,1332,5,Silver,95.0,120.0,40.0,10924.3008
