make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,fuel_tanks_litres,dimension
Mercedes-Benz,6555771,E200K,2007,107500,Automatic,32999.0,1796,5,Silver,184.0,240.0,65.0,12746.230992
Mercedes-Benz,6555308,C200K,2004,122500,Automatic,21500.0,1796,5,Blue,163.0,240.0,62.0,11152.643328
Mazda,6555277,2,2017,62500,Automatic,59500.0,1496,5,Red,116.0,148.0,44.0,10763.928
Toyota,6635009,Vios,2014,102500,Automatic,49800.0,1497,5,White,109.0,141.0,42.0,11058.075
Honda,6649237,CR-V,2013,77500,Automatic,72800.0,1997,5,Grey,155.0,190.0,58.0,13938.1515
Honda,6555788,Civic,2013,87500,Automatic,54800.0,1798,5,Grey,141.0,174.0,50.0,11395.873125
Honda,6615243,Jazz,2016,52500,Automatic,54800.0,1497,5,Red,120.0,145.0,40.0,10210.44948
Volvo,6543510,XC60,2019,2500,Automatic,308888.0,1969,5,Black,320.0,400.0,50.0,14783.683008000002
Proton,6641257,Iriz,2016,22500,Automatic,29000.0,1597,5,Red,109.0,150.0,40.0,10489.872959999999
Lamborghini,6652459,Huracan,2014,3600,Automatic,1150000.0,5204,2,Silver,610.0,560.0,80.0,9994.67014
Toyota,6359166,Sienta,2018,47500,Automatic,69777.0,1496,7,Red,107.0,143.0,42.0,12167.260875
Toyota,6639517,Camry,2015,34000,Automatic,98800.0,2494,5,Grey,160.0,213.0,65.0,13011.3375
BMW,6499357,330i,2019,7500,Automatic,258800.0,1998,5,Blue,258.0,400.0,59.0,12345.797204999999
BMW,6688354,X1,2019,7500,Automatic,183800.0,1998,5,Black,192.0,280.0,51.0,13030.471428
Mitsubishi,6473631,ASX,2014,62500,Automatic,52800.0,1998,5,White,150.0,197.0,63.0,12277.47225
BMW,6569923,328i,2012,77500,Automatic,91800.0,1997,5,Black,245.0,350.0,60.0,11966.537456
BMW,6573321,528i,2015,52500,Automatic,146800.0,1997,5,White,245.0,350.0,70.0,13343.70324
Mercedes-Benz,6584166,C180K,2003,122500,Automatic,23888.0,1796,5,White,143.0,220.0,62.0,11152.643328
BMW,6293469,X5,2001,128800,Automatic,25888.0,2979,5,Black,231.0,300.0,93.0,14983.310159999999
Mercedes-Benz,6584144,A170,2005,152500,Automatic,18888.0,1699,5,Black,116.0,155.0,54.0,10784.979576
BMW,6293839,525i,2008,70000,Automatic,39999.0,2996,5,Grey,218.0,270.0,70.0,13118.761448000001
Toyota,6650941,Estima,2009,127500,Automatic,74800.0,2362,7,Silver,170.0,223.0,65.0,15061.095
Perodua,6288523,Axia,2015,72500,Automatic,22800.0,998,5,White,67.0,90.0,33.0,8904.168
BMW,6561146,320i,2014,72500,Automatic,91800.0,1997,5,Grey,184.0,270.0,60.0,11966.537456
Toyota,6659392,Estima,2012,72500,Automatic,113888.0,2362,7,White,170.0,223.0,65.0,15061.095
Toyota,6636324,Vios,2009,107500,Automatic,29000.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Honda,6496817,HR-V,2015,42500,Automatic,69800.0,1799,5,White,143.0,172.0,50.0,12212.39364
Honda,6636299,HR-V,2015,42500,Automatic,68000.0,1799,5,Black,143.0,172.0,50.0,12212.39364
Honda,6652839,City,2007,187500,Automatic,18500.0,1497,5,White,90.0,131.0,42.0,11017.3635
Toyota,6651190,Hilux,2013,107500,Manual,58000.0,2494,2,Silver,144.0,343.0,76.0,16222.492
Honda,6584697,City,2015,32500,Automatic,49500.0,1497,5,Silver,120.0,145.0,40.0,11115.6066
Toyota,6529938,Hilux,2012,87500,Automatic,55800.0,2494,5,Silver,102.0,260.0,76.0,17856.385
Toyota,5768080,Vios,2009,82500,Manual,26800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6005270,Vios,2003,102500,Automatic,15800.0,1496,5,Gold,109.0,142.0,45.0,10422.512625
Ford,5770496,Fiesta,2012,72500,Automatic,26800.0,1596,5,Green,120.0,152.0,42.0,10032.8025
Toyota,5768179,Vios,2009,67500,Automatic,28800.0,1497,5,Black,109.0,141.0,42.0,10672.6
Volkswagen,5768168,Passat,2011,82500,Automatic,48800.0,1798,5,Blue,160.0,250.0,70.0,12758.9826
Proton,5597063,Saga,2013,67500,Automatic,17800.0,1332,5,White,95.0,120.0,40.0,10924.3008
Proton,5206113,Saga,2011,67500,Automatic,12800.0,1332,5,White,95.0,120.0,40.0,10924.3008
Nissan,5768361,Sentra,2005,82500,Automatic,14800.0,1597,5,Grey,118.0,143.0,50.0,11009.491125
Toyota,6660280,Innova,2015,97500,Automatic,61800.0,1998,8,Silver,136.0,182.0,55.0,14323.54
Honda,6495591,City,2015,62500,Automatic,57800.0,1497,5,Blue,120.0,145.0,40.0,11115.6066
Honda,6559721,City,2013,87500,Automatic,38800.0,1497,5,Grey,120.0,145.0,42.0,11000.63475
Toyota,6471907,Vellfire,2010,77500,Automatic,95000.0,2362,7,Silver,170.0,224.0,65.0,16774.695
Mercedes-Benz,6566987,C180 CGI,2010,87500,Automatic,56800.0,1797,5,Grey,156.0,250.0,66.0,11611.18584
Kia,6383470,Cerato,2014,92500,Automatic,50800.0,1999,5,White,160.0,194.0,50.0,11728.776000000002
Toyota,6135252,Corolla Altis,2012,77500,Automatic,50800.0,1798,5,Silver,140.0,173.0,55.0,11705.936000000002
Volkswagen,6603732,Golf,2013,55000,Automatic,58800.0,1395,5,Grey,140.0,250.0,50.0,11114.68974
Volkswagen,6603730,Tiguan,2017,60000,Automatic,103800.0,1395,5,Red,150.0,250.0,60.0,13801.838441999998
Toyota,6603686,Corolla Altis,2014,65000,Automatic,66800.0,1798,5,White,139.0,173.0,55.0,11979.4752
Volkswagen,6650217,Passat,2012,150000,Automatic,43800.0,1798,5,Silver,160.0,250.0,70.0,12758.9826
Volkswagen,6597752,Polo,2011,114000,Automatic,24800.0,1598,5,Blue,105.0,153.0,55.0,10919.377856000001
Perodua,6597751,Alza,2011,97500,Automatic,25800.0,1495,7,Silver,103.0,136.0,42.0,11546.5095
Perodua,6597748,Myvi,2013,78000,Automatic,30800.0,1495,5,Silver,103.0,136.0,40.0,9479.386125
Mitsubishi,6597745,Grandis,2010,108000,Automatic,43800.0,2378,7,Black,165.0,217.0,65.0,14140.651000000002
Honda,6597746,Civic,2013,84000,Automatic,51800.0,1798,5,Silver,141.0,174.0,50.0,11395.873125
Honda,5986183,Jazz,2020,2500,Automatic,76128.0,1497,5,Unknown,120.0,145.0,40.0,11271.286488
Volvo,6607076,S90,2019,22500,Automatic,288888.0,1969,5,Black,325.0,400.0,50.0,13456.663311000002
Volvo,6607063,S90,2019,22500,Automatic,288888.0,1969,5,Black,325.0,400.0,50.0,13456.663311000002
Volvo,6607070,S90,2019,22500,Automatic,288888.0,1969,5,Black,325.0,400.0,50.0,13456.663311000002
Volvo,6543536,XC60,2019,2500,Automatic,308888.0,1969,5,Black,320.0,400.0,50.0,14783.683008000002
Volvo,6543525,XC60,2019,2500,Automatic,308888.0,1969,5,Black,320.0,400.0,50.0,14783.683008000002
Mercedes-Benz,6586857,C200,2019,7500,Automatic,218888.0,1497,5,Silver,184.0,280.0,66.0,12230.55372
Toyota,5998837,Camry,2010,117500,Automatic,45800.0,1998,5,White,147.0,190.0,70.0,12908.805
Perodua,6576911,Alza,2014,107500,Automatic,38800.0,1495,7,Silver,103.0,136.0,42.0,11724.993
Mazda,6599927,6,2013,87500,Automatic,65800.0,1998,5,Unknown,155.0,200.0,62.0,12979.82
BMW,6350315,X3,2018,12500,Automatic,238800.0,1998,5,Black,252.0,350.0,65.0,14921.139728
Toyota,5860182,Vellfire,2012,67500,Automatic,108800.0,2362,7,Black,170.0,224.0,65.0,17008.04
BMW,6502400,330e,2019,2500,Automatic,193800.0,1998,5,White,184.0,290.0,60.0,11989.828727
BMW,6651890,330e,2019,2500,Automatic,185800.0,1998,5,Grey,184.0,290.0,60.0,11989.828727
BMW,6350377,740Li,2016,42500,Automatic,318800.0,2998,5,Blue,326.0,450.0,78.0,14734.797804
BMW,6652643,330i,2019,2500,Automatic,265800.0,1998,5,Black,258.0,400.0,59.0,12345.797204999999
BMW,6653107,530e,2019,2500,Automatic,270800.0,1998,5,White,184.0,290.0,46.0,13673.924384
BMW,6653298,740Le,2019,2500,Automatic,408800.0,1998,5,White,258.0,400.0,78.0,14734.797804
BMW,6652765,530i,2019,2500,Automatic,323800.0,1998,5,White,252.0,350.0,68.0,13637.042591999998
BMW,6657098,530i,2019,2500,Automatic,304800.0,1998,5,White,252.0,350.0,68.0,13637.042591999998
Mercedes-Benz,6655276,E300,2018,57500,Automatic,288800.0,1991,5,White,245.0,370.0,66.0,13384.337328
BMW,6657173,740Le,2019,7500,Automatic,400800.0,1998,5,White,258.0,400.0,78.0,14734.797804
BMW,6657200,530e,2019,7500,Automatic,264800.0,1998,5,Blue,184.0,290.0,46.0,13673.924384
Mercedes-Benz,6445340,E250,2013,82500,Automatic,145600.0,1991,5,Grey,211.0,350.0,80.0,13333.311684
BMW,6573826,428i,2015,62500,Automatic,186600.0,1997,4,Blue,245.0,350.0,60.0,11655.40995
Toyota,6656184,Vellfire,2012,92500,Automatic,117600.0,2362,7,White,170.0,224.0,65.0,16843.869
Perodua,6646798,Kenari,2005,117500,Manual,12000.0,989,5,Grey,55.0,88.0,40.0,8373.84
Toyota,6646797,Vios,2011,107500,Automatic,37000.0,1497,5,White,109.0,141.0,42.0,10672.6
Perodua,6646791,Axia,2019,2500,Automatic,31000.0,998,5,Red,68.0,91.0,33.0,8916.399
Perodua,6646790,Alza,2014,62500,Automatic,43000.0,1495,7,White,103.0,136.0,42.0,11724.993
Proton,6646788,Wira,2002,77500,Automatic,7000.0,1468,5,Silver,90.0,126.0,50.0,10144.848
MINI,6628049,Cooper,2012,67500,Automatic,88000.0,1598,4,Unknown,184.0,260.0,50.0,8993.374731
Ferrari,6486545,F430,2008,12500,Manual,348000.0,4308,2,Red,489.0,465.0,95.0,10706.894784
Perodua,6623828,Axia,2016,92500,Automatic,30800.0,998,5,Yellow,67.0,90.0,33.0,8904.168
Toyota,6659564,Vios,2010,117500,Automatic,30800.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Naza,6657191,Citra,2007,147500,Automatic,12800.0,1975,7,Unknown,137.0,175.0,55.0,12636.706276
Perodua,6328968,Myvi,2008,127500,Automatic,16800.0,1298,5,White,87.0,116.0,40.0,9600.39
BMW,6373933,X1,2016,147500,Automatic,129800.0,1998,5,Silver,192.0,280.0,51.0,13030.471428
Toyota,6559762,Wish,2011,103000,Automatic,69800.0,1797,7,Black,143.0,173.0,60.0,12580.08
Mercedes-Benz,6629451,CLS350,2012,77500,Automatic,143800.0,3498,4,Black,306.0,370.0,80.0,13157.670240000001
Proton,6382621,Exora,2013,87500,Automatic,28800.0,1561,7,Silver,140.0,205.0,55.0,14047.015248
Toyota,6622384,Alphard,2008,112500,Automatic,85800.0,2362,7,Silver,159.0,220.0,70.0,16904.547
Volkswagen,6659305,Golf,2011,152500,Automatic,73800.0,1984,5,Grey,211.0,280.0,55.0,11294.151418000001
Honda,6659300,City,2010,102500,Automatic,34800.0,1497,5,Blue,120.0,145.0,42.0,10950.80175
Toyota,6597871,Vios,2014,120000,Automatic,56800.0,1497,5,White,109.0,141.0,42.0,11058.075
Perodua,6556163,Alza,2010,87500,Automatic,28800.0,1495,7,Blue,103.0,136.0,42.0,11546.5095
Perodua,6659299,Axia,2015,72500,Automatic,27800.0,998,5,White,67.0,90.0,33.0,8904.168
Perodua,6669697,Myvi,2013,82500,Automatic,30800.0,1298,5,Grey,91.0,117.0,40.0,9492.24825
Proton,6687366,Preve,2014,80000,Automatic,26800.0,1597,5,Red,109.0,150.0,50.0,12365.428152
Proton,6659776,Saga,2012,92500,Automatic,19800.0,1597,5,Red,109.0,150.0,40.0,10924.3008
Toyota,6638897,Fortuner,2009,107500,Automatic,48888.0,2694,7,Black,160.0,241.0,65.0,13376.055
Toyota,6649213,Alphard,2012,79999,Automatic,130000.0,2362,7,White,170.0,224.0,55.0,17077.96
Toyota,6632376,Camry,2005,192500,Automatic,19800.0,1998,5,Black,196.0,190.0,70.0,13012.5425
Nissan,6417168,Navara,2012,92500,Automatic,42900.0,2488,5,Grey,174.0,403.0,80.0,17222.39
Perodua,6627092,Myvi,2008,112500,Automatic,15000.0,1298,5,Silver,87.0,116.0,40.0,9600.39
Toyota,6384836,Vios,2007,107500,Automatic,18500.0,1496,5,Black,109.0,142.0,45.0,10422.512625
Nissan,6643661,Latio,2007,152500,Automatic,16990.0,1598,5,Silver,109.0,153.0,55.0,10940.674125
Toyota,6588459,Estima,2010,97500,Automatic,95800.0,2362,7,Black,170.0,223.0,65.0,15061.095
Nissan,6641203,Grand Livina,2010,137500,Automatic,30000.0,1798,7,White,126.0,174.0,52.0,11876.982
Toyota,6138271,Innova,2013,127500,Automatic,49800.0,1998,8,Silver,136.0,182.0,55.0,14323.54
Toyota,6333257,Vellfire,2008,147500,Automatic,89800.0,3456,7,White,280.0,344.0,65.0,17077.96
Isuzu,5741803,D-Max,2017,62500,Automatic,78888.0,2499,5,Black,136.0,320.0,76.0,17678.4165
Mercedes-Benz,5616365,E250,2011,92500,Automatic,78800.0,1796,5,Grey,204.0,310.0,80.0,14830.074788
Toyota,5162368,Innova,2013,50000,Automatic,45800.0,1998,8,Silver,136.0,182.0,55.0,14323.54
Suzuki,6515817,Swift,2013,67500,Automatic,27800.0,1372,5,Black,95.0,130.0,42.0,9853.8825
Toyota,5998404,Harrier,2006,117500,Automatic,33800.0,2362,5,Black,160.0,221.0,75.0,14661.108
Toyota,5632468,Estima,2008,117500,Automatic,58000.0,2362,7,White,170.0,220.0,65.0,15104.25
Hyundai,6184265,Elantra,2016,52500,Automatic,44800.0,1591,5,Silver,129.0,157.0,49.0,11618.88375
Toyota,5676679,Camry,2016,42500,Automatic,94800.0,2494,5,Grey,160.0,213.0,65.0,13011.3375
Honda,5925657,Civic,2008,107500,Automatic,33800.0,1799,5,Black,140.0,174.0,50.0,11433.6495
BMW,6297789,X1,2013,77500,Automatic,65000.0,1997,5,Grey,184.0,270.0,63.0,12372.81114
Mercedes-Benz,5630638,E300,2015,32500,Automatic,120000.0,2143,5,Black,204.0,500.0,80.0,13333.311684
Mitsubishi,6638331,Lancer,2009,97500,Automatic,35800.0,1998,5,Red,155.0,199.0,59.0,11984.368
Land Rover,6184376,Range Rover Evoque,2012,82500,Automatic,127000.0,1999,5,Grey,241.0,340.0,70.0,14023.762875
Perodua,6539313,Axia,2014,122500,Manual,15827.0,998,5,White,67.0,90.0,33.0,8904.168
Toyota,6539323,Corolla Altis,2014,87500,Automatic,69827.0,1798,5,White,139.0,173.0,55.0,11979.4752
Toyota,6651263,Vellfire,2010,97500,Automatic,112500.0,2362,7,White,170.0,224.0,65.0,17008.04
Toyota,6655167,Vellfire,2014,92500,Automatic,158500.0,2362,7,Black,170.0,224.0,65.0,17077.96
Land Rover,6055228,Freelander 2,2008,122500,Automatic,43888.0,2179,5,Green,160.0,400.0,68.0,14955.3
Proton,6659818,Persona,2010,87500,Automatic,13555.0,1597,5,Brown,111.0,148.0,55.0,11105.42235
Land Rover,6570408,Range Rover Sport,2018,7500,Automatic,998888.0,4999,5,Black,551.0,680.0,105.0,17119.238999999998
Mazda,6487824,CX-5,2014,92500,Automatic,76500.0,1998,5,Grey,155.0,200.0,56.0,13996.604
Audi,6664796,TT,2008,97500,Automatic,61880.0,1984,4,White,200.0,280.0,55.0,10404.824352
Perodua,6418738,Alza,2012,107500,Automatic,28880.0,1495,7,Silver,103.0,136.0,42.0,11546.5095
Toyota,6471952,Vios,2011,112500,Automatic,38880.0,1497,5,Blue,109.0,141.0,42.0,10672.6
Toyota,6540307,Camry,2014,77500,Automatic,79850.0,1998,5,White,148.0,190.0,70.0,12944.26875
Honda,6636803,City,2015,62500,Automatic,47850.0,1497,5,Blue,120.0,145.0,40.0,11115.6066
Toyota,6427802,Corolla Altis,2014,77500,Automatic,63850.0,1798,5,Blue,139.0,173.0,55.0,11979.4752
Toyota,6654120,Corolla Altis,2006,122500,Automatic,19880.0,1598,5,Silver,110.0,146.0,55.0,11431.002
Mazda,6639896,2,2010,102500,Automatic,22880.0,1498,5,Grey,103.0,135.0,42.0,10715.839155
Toyota,6532332,Vios,2013,92500,Automatic,38850.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Kia,6563754,Picanto,2010,52500,Automatic,13880.0,1088,5,Red,64.0,96.0,35.0,8250.296999999999
Toyota,6406860,Vios,2008,97500,Automatic,27880.0,1497,5,Black,109.0,141.0,42.0,10672.6
Proton,6658988,Inspira,2011,92500,Automatic,35850.0,1998,5,Red,150.0,197.0,59.0,11984.368
Proton,6227444,Perdana,2014,42500,Automatic,45850.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Toyota,6428979,Estima,2007,187500,Automatic,61850.0,3456,7,Silver,284.0,332.0,65.0,14931.63
Mercedes-Benz,6029878,E250,2014,42500,Automatic,173800.0,1991,4,Black,211.0,350.0,55.0,11734.182526
Toyota,6634050,Mark X,2005,202500,Automatic,44880.0,2499,5,Silver,215.0,260.0,70.0,12047.90125
Ford,6662206,Fiesta,2013,122500,Automatic,30880.0,1498,5,White,111.0,140.0,43.0,10210.078956
Honda,6551522,CR-Z,2013,142500,Automatic,53850.0,1496,4,Red,135.0,172.0,40.0,9891.2475
Proton,6696618,Preve,2014,62500,Automatic,26850.0,1561,5,Brown,140.0,205.0,50.0,12365.428152
Proton,6250472,Preve,2014,47500,Automatic,26850.0,1561,5,Blue,140.0,205.0,50.0,12365.428152
Perodua,6654552,Myvi,2014,77500,Automatic,26850.0,1298,5,Black,91.0,117.0,40.0,9492.24825
Perodua,6373357,Myvi,2012,62500,Automatic,25880.0,1298,5,White,91.0,117.0,40.0,9492.24825
BMW,5963635,540i,2007,87500,Automatic,66850.0,4000,5,Blue,306.0,390.0,70.0,13118.761448000001
Hyundai,6445420,Sonata,2003,167500,Automatic,9850.0,1997,5,Black,133.0,178.0,65.0,12285.425879999999
Perodua,5909673,Kenari,2003,202500,Automatic,8800.0,989,5,Purple,55.0,88.0,40.0,8373.84
Proton,6653358,Satria,2008,137500,Manual,20000.0,1597,5,Blue,111.0,148.0,50.0,9482.121
Lexus,6537222,GS250,2012,97500,Automatic,118850.0,2499,5,White,209.0,253.0,66.0,12984.42
Proton,6646830,Inspira,2011,102500,Automatic,34850.0,1998,5,White,150.0,197.0,59.0,11984.368
Proton,6297080,Saga,2011,97500,Manual,11880.0,1332,5,Blue,95.0,120.0,40.0,10924.3008
Kia,6653254,Optima K5,2015,62500,Automatic,76850.0,1999,5,White,165.0,198.0,70.0,12965.1558
Perodua,6436655,Alza,2013,67500,Automatic,32850.0,1495,7,White,103.0,136.0,42.0,11546.5095
Volkswagen,6045079,Beetle,2013,97500,Automatic,59500.0,1197,4,Black,105.0,175.0,55.0,11493.651264
Honda,6636342,Civic,2009,112500,Automatic,44880.0,1799,5,White,140.0,174.0,50.0,11433.6495
Volvo,5971164,S80,2006,172500,Automatic,19850.0,1984,5,Silver,179.0,240.0,80.0,12826.828608
BMW,6361642,525i,2008,72500,Automatic,56850.0,2996,5,Silver,218.0,270.0,70.0,13118.761448000001
Toyota,6581616,Harrier,2003,142500,Automatic,42850.0,2994,5,Black,299.0,304.0,75.0,14661.108
Honda,6580678,Jazz,2014,92500,Automatic,43850.0,1497,5,White,120.0,146.0,42.0,10081.0125
BMW,6459926,523i,2010,82500,Automatic,79880.0,2497,5,White,204.0,250.0,70.0,13340.17296
Volkswagen,6664926,Golf,2011,112500,Automatic,82880.0,1984,5,Grey,211.0,280.0,55.0,11294.151418000001
Ford,6651062,Focus,2012,137500,Automatic,36850.0,1999,5,White,170.0,202.0,55.0,11653.222271999999
Kia,6613437,Optima K5,2014,72500,Automatic,69880.0,1999,5,Blue,165.0,198.0,70.0,12965.1558
Perodua,6635805,Alza,2014,92500,Automatic,37880.0,1495,7,White,103.0,136.0,42.0,11724.993
Proton,5987617,Perdana,2014,52500,Automatic,45880.0,1997,5,Grey,156.0,189.0,70.0,13470.80625
Proton,6592016,Perdana,2008,202500,Automatic,12850.0,1999,5,White,150.0,176.0,64.0,11177.53
Proton,6464571,Perdana,2015,77500,Automatic,49880.0,1997,5,Red,156.0,189.0,70.0,13470.80625
Hyundai,6363988,Elantra,2013,72500,Automatic,36880.0,1591,5,White,131.0,157.0,55.0,11618.88375
Perodua,6288552,Myvi,2009,97500,Automatic,17880.0,1298,5,Silver,87.0,116.0,40.0,9677.8125
Toyota,6467421,Vios,2008,97500,Automatic,27850.0,1497,5,Black,109.0,141.0,42.0,10672.6
Toyota,6661495,Wish,2011,67500,Automatic,74850.0,1797,7,Blue,143.0,173.0,60.0,12580.08
Mercedes-Benz,5866216,GLA250,2015,67500,Automatic,158500.0,1991,5,Silver,211.0,350.0,56.0,11904.592392
Ferrari,6344236,458 Italia,2010,17500,Automatic,898000.0,4497,2,Yellow,570.0,540.0,86.0,10636.553187000001
Mercedes-Benz,5241698,E250,2012,82500,Automatic,118000.0,1796,4,Black,204.0,310.0,80.0,11721.707316
Porsche,5312250,Panamera,2010,87500,Automatic,218000.0,4806,4,Grey,500.0,700.0,100.0,13608.64526
Porsche,6091450,911,2012,42500,Automatic,389000.0,3436,4,White,349.0,390.0,64.0,10580.005584
Mercedes-Benz,5944573,SL350,2013,20000,Automatic,268000.0,3498,2,Black,306.0,370.0,65.0,11395.933335
Toyota,6654745,Vios,2014,97500,Automatic,47800.0,1497,5,White,109.0,141.0,42.0,11058.075
Toyota,6546772,Alphard,2009,122500,Automatic,92800.0,2362,7,Black,170.0,224.0,65.0,16774.695
Mercedes-Benz,6654617,B200,2013,97500,Automatic,73800.0,1595,5,White,156.0,250.0,50.0,12121.515918000001
Toyota,6607798,Alphard,2016,27500,Automatic,259800.0,3456,7,Blue,275.0,340.0,75.0,17230.76125
Mercedes-Benz,6601974,C200,2015,72500,Automatic,159800.0,1991,5,Blue,186.0,300.0,66.0,12230.55372
Mercedes-Benz,6562262,C200,2017,52500,Automatic,176800.0,1991,5,Black,186.0,300.0,66.0,12230.55372
Toyota,6471171,Vellfire,2009,92500,Automatic,96800.0,3456,7,Black,280.0,344.0,65.0,16843.869
Toyota,6478133,Vellfire,2013,67500,Automatic,143800.0,3456,7,White,280.0,344.0,65.0,16843.869
Toyota,6132551,Alphard,2011,82500,Automatic,113800.0,2362,7,Black,170.0,224.0,65.0,16774.695
Toyota,6652137,Vellfire,2015,72500,Automatic,228800.0,2493,7,Black,182.0,235.0,55.0,17163.93
Mercedes-Benz,6420104,C200 CGI,2010,102500,Automatic,58800.0,1796,5,Blue,184.0,270.0,66.0,13389.988140000001
BMW,6421346,318i,2016,97500,Automatic,103800.0,1499,5,White,136.0,220.0,60.0,11989.828727
Mercedes-Benz,6447542,C200K,2009,92500,Automatic,48800.0,1796,5,Grey,184.0,250.0,66.0,11708.48628
Mercedes-Benz,6272058,E200,2017,17500,Automatic,223800.0,1991,5,Black,184.0,300.0,66.0,13384.337328
Honda,6619448,CR-V,2017,62500,Automatic,129800.0,1498,5,White,193.0,243.0,55.0,14277.07428
Porsche,6619475,911,2013,12500,Automatic,768800.0,3800,4,Green,560.0,700.0,68.0,10978.77888
Mercedes-Benz,6641945,S400L,2015,52500,Automatic,238800.0,3498,5,Grey,306.0,370.0,70.0,14903.382384
Mercedes-Benz,6654252,C200,2016,27500,Automatic,169880.0,1991,5,Grey,184.0,300.0,66.0,12230.55372
Kia,6537405,Optima K5,2012,97500,Automatic,53800.0,1998,5,Silver,165.0,198.0,70.0,12965.1558
BMW,6687774,X5,2017,32500,Automatic,243800.0,1997,5,White,245.0,350.0,85.0,16684.497816
BMW,6687818,330e,2017,17500,Automatic,156800.0,1998,5,White,184.0,290.0,60.0,11989.828727
BMW,6382546,740Li,2016,57500,Automatic,328000.0,2998,5,Gold,326.0,450.0,78.0,14734.797804
Audi,6654429,A1,2011,97500,Automatic,51800.0,1390,4,Silver,185.0,250.0,45.0,10671.434784000001
BMW,6570435,520i,2014,82500,Automatic,133800.0,1997,5,Brown,184.0,270.0,70.0,13343.70324
BMW,6491464,528i,2014,77500,Automatic,156800.0,1997,5,Black,245.0,350.0,70.0,13343.70324
BMW,6560785,328i,2014,107500,Automatic,128800.0,1997,5,Grey,245.0,350.0,60.0,11966.537456
BMW,6491625,X6,2011,67500,Automatic,123800.0,2979,4,White,306.0,400.0,85.0,16344.14379
Audi,6474331,A4,2011,132500,Automatic,63800.0,1798,5,Silver,160.0,250.0,65.0,12254.616506
Mercedes-Benz,6654326,A250,2014,52500,Automatic,136800.0,1991,5,White,211.0,350.0,50.0,10947.77608
Mercedes-Benz,6653822,E250 CGI,2012,97500,Automatic,103888.0,1796,5,Silver,204.0,310.0,80.0,14830.074788
Perodua,6636154,Myvi,2016,40000,Automatic,42000.0,1495,5,Silver,103.0,136.0,40.0,9632.77425
Perodua,6636148,Myvi,2015,50000,Automatic,29000.0,1298,5,Red,91.0,117.0,40.0,9658.91475
Toyota,6636702,Vios,2011,90000,Automatic,36000.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6636145,Vios,2011,90000,Automatic,36000.0,1497,5,Silver,109.0,141.0,42.0,10672.6
Toyota,6636131,Vellfire,2010,100000,Automatic,113000.0,3456,7,Black,280.0,344.0,65.0,16843.869
Perodua,6591057,Myvi,2010,90000,Automatic,19800.0,1298,5,Silver,87.0,116.0,40.0,9677.8125
Perodua,6591055,Myvi,2016,40000,Automatic,36800.0,1495,5,Silver,103.0,136.0,40.0,9632.77425
Perodua,6591054,Myvi,2013,70000,Automatic,27800.0,1298,5,Purple,91.0,117.0,40.0,9492.24825
Honda,6345712,City,2007,117500,Automatic,17000.0,1497,5,White,90.0,131.0,42.0,11017.3635
Honda,6500230,Civic,2012,80000,Automatic,46000.0,1798,5,White,141.0,174.0,50.0,11395.873125
BMW,6637041,325i,2009,127500,Automatic,53888.0,2497,5,White,222.0,250.0,63.0,11698.847167
Toyota,6254422,Wish,2008,151000,Automatic,42800.0,1794,7,Grey,179.0,170.0,60.0,12262.4775
Toyota,6594425,Corolla Altis,2011,131000,Automatic,48800.0,1987,5,White,145.0,187.0,55.0,11705.936000000002
Honda,6546978,Jazz,2016,45000,Automatic,55800.0,1497,5,Red,120.0,145.0,40.0,10210.44948
Toyota,6392564,Vios,2012,88000,Automatic,38500.0,1497,5,Grey,109.0,141.0,42.0,10672.6
Toyota,6546988,Vios,2010,134000,Automatic,30800.0,1497,5,Black,109.0,141.0,42.0,10672.6
Mercedes-Benz,6597728,C200 CGI,2010,87500,Automatic,49999.0,1796,5,Grey,184.0,270.0,66.0,13389.988140000001
Mercedes-Benz,6604961,C200 CGI,2012,72500,Automatic,69999.0,1796,5,Silver,184.0,270.0,66.0,13389.988140000001
Honda,6526850,City,2012,77500,Automatic,35999.0,1497,5,Grey,120.0,145.0,42.0,10950.80175
Toyota,5952807,Vios,2009,77500,Automatic,29999.0,1497,5,Black,109.0,141.0,42.0,10672.6
BMW,6545984,320d,2013,77500,Automatic,82999.0,1995,5,White,184.0,380.0,57.0,11966.537456
BMW,6143677,330i,2007,87500,Automatic,49999.0,2979,5,Blue,258.0,300.0,60.0,11670.44564
BMW,6489946,320i,2014,87500,Automatic,89999.0,1997,5,Black,184.0,270.0,60.0,11966.537456
Mercedes-Benz,6431690,E200K,2007,87500,Automatic,38999.0,1796,5,Silver,184.0,240.0,65.0,12746.230992
Land Rover,6651463,Range Rover Sport,2010,82500,Automatic,139999.0,5000,5,Brown,506.0,625.0,88.0,16497.485336
Nissan,6195199,Navara,2011,82500,Manual,32999.0,2488,5,Silver,174.0,403.0,80.0,17222.39
